Year,Local Government Area,Postcode_x,Suburb/Town Name,Offence Division,Offence Subdivision,Offence Count,locality,Postcode_y,year,Median
2013,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,6,Albanvale,3021,2013,313000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,26,Albert Park,3206,2013,1360000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,8,Albert Park,3206,2013,1360000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,Albert Park,3206,2013,1360000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,Albert Park,3206,2013,1360000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,21,Albert Park,3206,2013,1360000.0
2013,Brimbank,3020,Albion,A Crimes against the person,A20 Assault and related offences,32,Albion,3020,2013,379000.0
2013,Brimbank,3020,Albion,A Crimes against the person,A50 Robbery,13,Albion,3020,2013,379000.0
2013,Brimbank,3020,Albion,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13,Albion,3020,2013,379000.0
2013,Brimbank,3020,Albion,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4,Albion,3020,2013,379000.0
2013,Brimbank,3020,Albion,A Crimes against the person,Other crimes against the person,9,Albion,3020,2013,379000.0
2013,Murrindindi,3714,Alexandra,A Crimes against the person,A20 Assault and related offences,13,Alexandra,3714,2013,261000.0
2013,Murrindindi,3714,Alexandra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Alexandra,3714,2013,261000.0
2013,Murrindindi,3714,Alexandra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Alexandra,3714,2013,261000.0
2013,Murrindindi,3714,Alexandra,A Crimes against the person,Other crimes against the person,6,Alexandra,3714,2013,261000.0
2013,Ballarat,3350,Alfredton,A Crimes against the person,A20 Assault and related offences,23,Alfredton,3350,2013,361500.0
2013,Ballarat,3350,Alfredton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,Alfredton,3350,2013,361500.0
2013,Ballarat,3350,Alfredton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,14,Alfredton,3350,2013,361500.0
2013,Ballarat,3350,Alfredton,A Crimes against the person,Other crimes against the person,5,Alfredton,3350,2013,361500.0
2013,Warrnambool,3277,Allansford,A Crimes against the person,A20 Assault and related offences,5,Allansford,3277,2013,310000.0
2013,Warrnambool,3277,Allansford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Allansford,3277,2013,310000.0
2013,Moyne,3277,Allansford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,Allansford,3277,2013,310000.0
2013,Warrnambool,3277,Allansford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,Allansford,3277,2013,310000.0
2013,Warrnambool,3277,Allansford,A Crimes against the person,Other crimes against the person,4,Allansford,3277,2013,310000.0
2013,Darebin,3078,Alphington,A Crimes against the person,A20 Assault and related offences,6,Alphington,3078,2013,1080000.0
2013,Yarra,3078,Alphington,A Crimes against the person,A20 Assault and related offences,1,Alphington,3078,2013,1080000.0
2013,Darebin,3078,Alphington,A Crimes against the person,A50 Robbery,2,Alphington,3078,2013,1080000.0
2013,Darebin,3078,Alphington,A Crimes against the person,Other crimes against the person,3,Alphington,3078,2013,1080000.0
2013,Yarra,3078,Alphington,A Crimes against the person,Other crimes against the person,9,Alphington,3078,2013,1080000.0
2013,Hobsons Bay,3018,Altona,A Crimes against the person,A20 Assault and related offences,64,Altona,3018,2013,575000.0
2013,Hobsons Bay,3018,Altona,A Crimes against the person,A50 Robbery,5,Altona,3018,2013,575000.0
2013,Hobsons Bay,3018,Altona,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17,Altona,3018,2013,575000.0
2013,Hobsons Bay,3018,Altona,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7,Altona,3018,2013,575000.0
2013,Hobsons Bay,3018,Altona,A Crimes against the person,Other crimes against the person,21,Altona,3018,2013,575000.0
2013,Hobsons Bay,3028,Altona Meadows,A Crimes against the person,A20 Assault and related offences,111,Altona Meadows,3028,2013,390000.0
2013,Hobsons Bay,3028,Altona Meadows,A Crimes against the person,A50 Robbery,8,Altona Meadows,3028,2013,390000.0
2013,Hobsons Bay,3028,Altona Meadows,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17,Altona Meadows,3028,2013,390000.0
2013,Hobsons Bay,3028,Altona Meadows,A Crimes against the person,A80 Dangerous and negligent acts endangering people,5,Altona Meadows,3028,2013,390000.0
2013,Hobsons Bay,3028,Altona Meadows,A Crimes against the person,Other crimes against the person,15,Altona Meadows,3028,2013,390000.0
2013,Hobsons Bay,3025,Altona North,A Crimes against the person,A20 Assault and related offences,90,Altona North,3025,2013,510000.0
2013,Hobsons Bay,3025,Altona North,A Crimes against the person,A50 Robbery,8,Altona North,3025,2013,510000.0
2013,Hobsons Bay,3025,Altona North,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",30,Altona North,3025,2013,510000.0
2013,Hobsons Bay,3025,Altona North,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7,Altona North,3025,2013,510000.0
2013,Hobsons Bay,3025,Altona North,A Crimes against the person,Other crimes against the person,12,Altona North,3025,2013,510000.0
2013,Surf Coast,3230,Anglesea,A Crimes against the person,A20 Assault and related offences,2,Anglesea,3230,2013,550000.0
2013,Surf Coast,3230,Anglesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Anglesea,3230,2013,550000.0
2013,Surf Coast,3230,Anglesea,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Anglesea,3230,2013,550000.0
2013,Surf Coast,3230,Anglesea,A Crimes against the person,Other crimes against the person,8,Anglesea,3230,2013,550000.0
2013,Colac-Otway,3233,Apollo Bay,A Crimes against the person,A20 Assault and related offences,30,Apollo Bay,3233,2013,450000.0
2013,Colac-Otway,3233,Apollo Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4,Apollo Bay,3233,2013,450000.0
2013,Colac-Otway,3233,Apollo Bay,A Crimes against the person,Other crimes against the person,6,Apollo Bay,3233,2013,450000.0
2013,Ararat,3377,Ararat,A Crimes against the person,A20 Assault and related offences,121,Ararat,3377,2013,180000.0
2013,Ararat,3377,Ararat,A Crimes against the person,A50 Robbery,1,Ararat,3377,2013,180000.0
2013,Ararat,3377,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",21,Ararat,3377,2013,180000.0
2013,Ararat,3377,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,28,Ararat,3377,2013,180000.0
2013,Ararat,3377,Ararat,A Crimes against the person,Other crimes against the person,29,Ararat,3377,2013,180000.0
2013,Brimbank,3022,Ardeer,A Crimes against the person,A20 Assault and related offences,36,Ardeer,3022,2013,330000.0
2013,Brimbank,3022,Ardeer,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4,Ardeer,3022,2013,330000.0
2013,Brimbank,3022,Ardeer,A Crimes against the person,Other crimes against the person,2,Ardeer,3022,2013,330000.0
2013,Stonnington,3143,Armadale,A Crimes against the person,A20 Assault and related offences,23,Armadale,3143,2013,1675000.0
2013,Stonnington,3143,Armadale,A Crimes against the person,A50 Robbery,3,Armadale,3143,2013,1675000.0
2013,Stonnington,3143,Armadale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,Armadale,3143,2013,1675000.0
2013,Stonnington,3143,Armadale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Armadale,3143,2013,1675000.0
2013,Stonnington,3143,Armadale,A Crimes against the person,Other crimes against the person,7,Armadale,3143,2013,1675000.0
2013,Greater Geelong,3217,Armstrong Creek,A Crimes against the person,A20 Assault and related offences,1,Armstrong Creek,3217,2013,467500.0
2013,Greater Geelong,3217,Armstrong Creek,A Crimes against the person,Other crimes against the person,1,Armstrong Creek,3217,2013,467500.0
2013,Moonee Valley,3032,Ascot Vale,A Crimes against the person,A20 Assault and related offences,114,Ascot Vale,3032,2013,735000.0
2013,Moonee Valley,3032,Ascot Vale,A Crimes against the person,A50 Robbery,9,Ascot Vale,3032,2013,735000.0
2013,Moonee Valley,3032,Ascot Vale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",24,Ascot Vale,3032,2013,735000.0
2013,Moonee Valley,3032,Ascot Vale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,Ascot Vale,3032,2013,735000.0
2013,Moonee Valley,3032,Ascot Vale,A Crimes against the person,Other crimes against the person,31,Ascot Vale,3032,2013,735000.0
2013,Boroondara,3147,Ashburton,A Crimes against the person,A20 Assault and related offences,26,Ashburton,3147,2013,1000000.0
2013,Boroondara,3147,Ashburton,A Crimes against the person,A50 Robbery,5,Ashburton,3147,2013,1000000.0
2013,Boroondara,3147,Ashburton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,Ashburton,3147,2013,1000000.0
2013,Boroondara,3147,Ashburton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,Ashburton,3147,2013,1000000.0
2013,Boroondara,3147,Ashburton,A Crimes against the person,Other crimes against the person,12,Ashburton,3147,2013,1000000.0
2013,Monash,3147,Ashwood,A Crimes against the person,A20 Assault and related offences,30,Ashwood,3147,2013,775000.0
2013,Monash,3147,Ashwood,A Crimes against the person,A50 Robbery,5,Ashwood,3147,2013,775000.0
2013,Monash,3147,Ashwood,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10,Ashwood,3147,2013,775000.0
2013,Monash,3147,Ashwood,A Crimes against the person,A80 Dangerous and negligent acts endangering people,5,Ashwood,3147,2013,775000.0
2013,Monash,3147,Ashwood,A Crimes against the person,Other crimes against the person,6,Ashwood,3147,2013,775000.0
2013,Kingston,3195,Aspendale,A Crimes against the person,A20 Assault and related offences,28,Aspendale,3195,2013,620000.0
2013,Kingston,3195,Aspendale,A Crimes against the person,A50 Robbery,2,Aspendale,3195,2013,620000.0
2013,Kingston,3195,Aspendale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,Aspendale,3195,2013,620000.0
2013,Kingston,3195,Aspendale,A Crimes against the person,Other crimes against the person,10,Aspendale,3195,2013,620000.0
2013,Kingston,3195,Aspendale Gardens,A Crimes against the person,A20 Assault and related offences,17,Aspendale Gardens,3195,2013,586500.0
2013,Kingston,3195,Aspendale Gardens,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",2,Aspendale Gardens,3195,2013,586500.0
2013,Kingston,3195,Aspendale Gardens,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Aspendale Gardens,3195,2013,586500.0
2013,Kingston,3195,Aspendale Gardens,A Crimes against the person,Other crimes against the person,6,Aspendale Gardens,3195,2013,586500.0
2013,Hume,3049,Attwood,A Crimes against the person,A20 Assault and related offences,8,Attwood,3049,2013,540000.0
2013,Hume,3049,Attwood,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",2,Attwood,3049,2013,540000.0
2013,Hume,3049,Attwood,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Attwood,3049,2013,540000.0
2013,Hume,3049,Attwood,A Crimes against the person,Other crimes against the person,1,Attwood,3049,2013,540000.0
2013,Mitchell,3664,Avenel,A Crimes against the person,A20 Assault and related offences,1,Avenel,3664,2013,231000.0
2013,Strathbogie,3664,Avenel,A Crimes against the person,A20 Assault and related offences,5,Avenel,3664,2013,231000.0
2013,Strathbogie,3664,Avenel,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Avenel,3664,2013,231000.0
2013,Mitchell,3664,Avenel,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,Avenel,3664,2013,231000.0
2013,Strathbogie,3664,Avenel,A Crimes against the person,Other crimes against the person,3,Avenel,3664,2013,231000.0
2013,Pyrenees,3467,Avoca,A Crimes against the person,A20 Assault and related offences,6,Avoca,3467,2013,182500.0
2013,Pyrenees,3467,Avoca,A Crimes against the person,Other crimes against the person,14,Avoca,3467,2013,182500.0
2013,Moonee Valley,3034,Avondale Heights,A Crimes against the person,A20 Assault and related offences,49,Avondale Heights,3034,2013,532500.0
2013,Moonee Valley,3034,Avondale Heights,A Crimes against the person,A50 Robbery,3,Avondale Heights,3034,2013,532500.0
2013,Moonee Valley,3034,Avondale Heights,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14,Avondale Heights,3034,2013,532500.0
2013,Moonee Valley,3034,Avondale Heights,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,Avondale Heights,3034,2013,532500.0
2013,Moonee Valley,3034,Avondale Heights,A Crimes against the person,Other crimes against the person,7,Avondale Heights,3034,2013,532500.0
2013,Cardinia,3782,Avonsleigh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Avonsleigh,3782,2013,420000.0
2013,Cardinia,3782,Avonsleigh,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,Avonsleigh,3782,2013,420000.0
2013,Cardinia,3782,Avonsleigh,A Crimes against the person,Other crimes against the person,7,Avonsleigh,3782,2013,420000.0
2013,Moorabool,3340,Bacchus Marsh,A Crimes against the person,A20 Assault and related offences,64,Bacchus Marsh,3340,2013,335500.0
2013,Moorabool,3340,Bacchus Marsh,A Crimes against the person,A50 Robbery,1,Bacchus Marsh,3340,2013,335500.0
2013,Moorabool,3340,Bacchus Marsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",24,Bacchus Marsh,3340,2013,335500.0
2013,Moorabool,3340,Bacchus Marsh,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7,Bacchus Marsh,3340,2013,335500.0
2013,Moorabool,3340,Bacchus Marsh,A Crimes against the person,Other crimes against the person,14,Bacchus Marsh,3340,2013,335500.0
2013,Yarra Ranges,3777,Badger Creek,A Crimes against the person,A20 Assault and related offences,4,Badger Creek,3777,2013,315000.0
2013,Yarra Ranges,3777,Badger Creek,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Badger Creek,3777,2013,315000.0
2013,Yarra Ranges,3777,Badger Creek,A Crimes against the person,Other crimes against the person,3,Badger Creek,3777,2013,315000.0
2013,East Gippsland,3875,Bairnsdale,A Crimes against the person,A20 Assault and related offences,181,Bairnsdale,3875,2013,235000.0
2013,East Gippsland,3875,Bairnsdale,A Crimes against the person,A50 Robbery,4,Bairnsdale,3875,2013,235000.0
2013,East Gippsland,3875,Bairnsdale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",48,Bairnsdale,3875,2013,235000.0
2013,East Gippsland,3875,Bairnsdale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,21,Bairnsdale,3875,2013,235000.0
2013,East Gippsland,3875,Bairnsdale,A Crimes against the person,Other crimes against the person,17,Bairnsdale,3875,2013,235000.0
2013,Port Phillip,3183,Balaclava,A Crimes against the person,A20 Assault and related offences,40,Balaclava,3183,2013,860500.0
2013,Port Phillip,3183,Balaclava,A Crimes against the person,A50 Robbery,5,Balaclava,3183,2013,860500.0
2013,Port Phillip,3183,Balaclava,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6,Balaclava,3183,2013,860500.0
2013,Port Phillip,3183,Balaclava,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,Balaclava,3183,2013,860500.0
2013,Port Phillip,3183,Balaclava,A Crimes against the person,Other crimes against the person,4,Balaclava,3183,2013,860500.0
2013,Moorabool,3342,Ballan,A Crimes against the person,A20 Assault and related offences,15,Ballan,3342,2013,352000.0
2013,Moorabool,3342,Ballan,A Crimes against the person,A50 Robbery,2,Ballan,3342,2013,352000.0
2013,Moorabool,3342,Ballan,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7,Ballan,3342,2013,352000.0
2013,Moorabool,3342,Ballan,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7,Ballan,3342,2013,352000.0
2013,Moorabool,3342,Ballan,A Crimes against the person,Other crimes against the person,4,Ballan,3342,2013,352000.0
2013,Ballarat,3350,Ballarat Central,A Crimes against the person,A20 Assault and related offences,307,Ballarat Central,3350,2013,322000.0
2013,Ballarat,3350,Ballarat Central,A Crimes against the person,A50 Robbery,15,Ballarat Central,3350,2013,322000.0
2013,Ballarat,3350,Ballarat Central,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",68,Ballarat Central,3350,2013,322000.0
2013,Ballarat,3350,Ballarat Central,A Crimes against the person,A80 Dangerous and negligent acts endangering people,29,Ballarat Central,3350,2013,322000.0
2013,Ballarat,3350,Ballarat Central,A Crimes against the person,Other crimes against the person,62,Ballarat Central,3350,2013,322000.0
2013,Ballarat,3350,Ballarat East,A Crimes against the person,A20 Assault and related offences,45,Ballarat East,3350,2013,265000.0
2013,Ballarat,3350,Ballarat East,A Crimes against the person,A50 Robbery,1,Ballarat East,3350,2013,265000.0
2013,Ballarat,3350,Ballarat East,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12,Ballarat East,3350,2013,265000.0
2013,Ballarat,3350,Ballarat East,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Ballarat East,3350,2013,265000.0
2013,Ballarat,3350,Ballarat East,A Crimes against the person,Other crimes against the person,35,Ballarat East,3350,2013,265000.0
2013,Ballarat,3350,Ballarat North,A Crimes against the person,A20 Assault and related offences,10,Ballarat North,3350,2013,296000.0
2013,Ballarat,3350,Ballarat North,A Crimes against the person,A50 Robbery,1,Ballarat North,3350,2013,296000.0
2013,Ballarat,3350,Ballarat North,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Ballarat North,3350,2013,296000.0
2013,Ballarat,3350,Ballarat North,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,Ballarat North,3350,2013,296000.0
2013,Ballarat,3350,Ballarat North,A Crimes against the person,Other crimes against the person,8,Ballarat North,3350,2013,296000.0
2013,Mornington Peninsula,3926,Balnarring,A Crimes against the person,A20 Assault and related offences,2,Balnarring,3926,2013,525000.0
2013,Mornington Peninsula,3926,Balnarring,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Balnarring,3926,2013,525000.0
2013,Mornington Peninsula,3926,Balnarring Beach,A Crimes against the person,A20 Assault and related offences,1,Balnarring Beach,3926,2013,750000.0
2013,Mornington Peninsula,3926,Balnarring Beach,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Balnarring Beach,3926,2013,750000.0
2013,Boroondara,3103,Balwyn,A Crimes against the person,A20 Assault and related offences,30,Balwyn,3103,2013,1530000.0
2013,Boroondara,3103,Balwyn,A Crimes against the person,A50 Robbery,1,Balwyn,3103,2013,1530000.0
2013,Boroondara,3103,Balwyn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17,Balwyn,3103,2013,1530000.0
2013,Boroondara,3103,Balwyn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Balwyn,3103,2013,1530000.0
2013,Boroondara,3103,Balwyn,A Crimes against the person,Other crimes against the person,12,Balwyn,3103,2013,1530000.0
2013,Boroondara,3104,Balwyn North,A Crimes against the person,A20 Assault and related offences,32,Balwyn North,3104,2013,1240000.0
2013,Boroondara,3104,Balwyn North,A Crimes against the person,A50 Robbery,4,Balwyn North,3104,2013,1240000.0
2013,Boroondara,3104,Balwyn North,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10,Balwyn North,3104,2013,1240000.0
2013,Whitehorse,3104,Balwyn North,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",23,Balwyn North,3104,2013,1240000.0
2013,Boroondara,3104,Balwyn North,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,Balwyn North,3104,2013,1240000.0
2013,Boroondara,3104,Balwyn North,A Crimes against the person,Other crimes against the person,13,Balwyn North,3104,2013,1240000.0
2013,Wodonga,3691,Bandiana,A Crimes against the person,A20 Assault and related offences,6,Bandiana,3691,2013,339000.0
2013,Wodonga,3691,Bandiana,A Crimes against the person,Other crimes against the person,5,Bandiana,3691,2013,339000.0
2013,Golden Plains,3331,Bannockburn,A Crimes against the person,A20 Assault and related offences,8,Bannockburn,3331,2013,370000.0
2013,Golden Plains,3331,Bannockburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",2,Bannockburn,3331,2013,370000.0
2013,Golden Plains,3331,Bannockburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,Bannockburn,3331,2013,370000.0
2013,Golden Plains,3331,Bannockburn,A Crimes against the person,Other crimes against the person,17,Bannockburn,3331,2013,370000.0
2013,Wodonga,3691,Baranduda,A Crimes against the person,A20 Assault and related offences,2,Baranduda,3691,2013,345000.0
2013,Wodonga,3691,Baranduda,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Baranduda,3691,2013,345000.0
2013,Wodonga,3691,Baranduda,A Crimes against the person,Other crimes against the person,5,Baranduda,3691,2013,345000.0
2013,Indigo,3688,Barnawartha,A Crimes against the person,A20 Assault and related offences,3,Barnawartha,3688,2013,245000.0
2013,Indigo,3688,Barnawartha,A Crimes against the person,Other crimes against the person,17,Barnawartha,3688,2013,245000.0
2013,Greater Geelong,3227,Barwon Heads,A Crimes against the person,A20 Assault and related offences,6,Barwon Heads,3227,2013,742500.0
2013,Greater Geelong,3227,Barwon Heads,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7,Barwon Heads,3227,2013,742500.0
2013,Greater Geelong,3227,Barwon Heads,A Crimes against the person,Other crimes against the person,3,Barwon Heads,3227,2013,742500.0
2013,Mornington Peninsula,3911,Baxter,A Crimes against the person,A20 Assault and related offences,7,Baxter,3911,2013,330500.0
2013,Mornington Peninsula,3911,Baxter,A Crimes against the person,A50 Robbery,2,Baxter,3911,2013,330500.0
2013,Mornington Peninsula,3911,Baxter,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",2,Baxter,3911,2013,330500.0
2013,Mornington Peninsula,3911,Baxter,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Baxter,3911,2013,330500.0
2013,Mornington Peninsula,3911,Baxter,A Crimes against the person,Other crimes against the person,4,Baxter,3911,2013,330500.0
2013,Knox,3153,Bayswater,A Crimes against the person,A20 Assault and related offences,89,Bayswater,3153,2013,458500.0
2013,Knox,3153,Bayswater,A Crimes against the person,A50 Robbery,6,Bayswater,3153,2013,458500.0
2013,Knox,3153,Bayswater,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",18,Bayswater,3153,2013,458500.0
2013,Knox,3153,Bayswater,A Crimes against the person,A80 Dangerous and negligent acts endangering people,12,Bayswater,3153,2013,458500.0
2013,Knox,3153,Bayswater,A Crimes against the person,Other crimes against the person,26,Bayswater,3153,2013,458500.0
2013,Maroondah,3153,Bayswater North,A Crimes against the person,A20 Assault and related offences,63,Bayswater North,3153,2013,468500.0
2013,Maroondah,3153,Bayswater North,A Crimes against the person,A50 Robbery,2,Bayswater North,3153,2013,468500.0
2013,Maroondah,3153,Bayswater North,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10,Bayswater North,3153,2013,468500.0
2013,Maroondah,3153,Bayswater North,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,Bayswater North,3153,2013,468500.0
2013,Maroondah,3153,Bayswater North,A Crimes against the person,Other crimes against the person,28,Bayswater North,3153,2013,468500.0
2013,Cardinia,3807,Beaconsfield,A Crimes against the person,A20 Assault and related offences,26,Beaconsfield,3807,2013,486500.0
2013,Casey,3807,Beaconsfield,A Crimes against the person,A20 Assault and related offences,3,Beaconsfield,3807,2013,486500.0
2013,Casey,3807,Beaconsfield,A Crimes against the person,A50 Robbery,1,Beaconsfield,3807,2013,486500.0
2013,Cardinia,3807,Beaconsfield,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",20,Beaconsfield,3807,2013,486500.0
2013,Casey,3807,Beaconsfield,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",2,Beaconsfield,3807,2013,486500.0
2013,Cardinia,3807,Beaconsfield,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4,Beaconsfield,3807,2013,486500.0
2013,Casey,3807,Beaconsfield,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,Beaconsfield,3807,2013,486500.0
2013,Cardinia,3807,Beaconsfield,A Crimes against the person,Other crimes against the person,4,Beaconsfield,3807,2013,486500.0
2013,Casey,3807,Beaconsfield,A Crimes against the person,Other crimes against the person,2,Beaconsfield,3807,2013,486500.0
2013,Cardinia,3808,Beaconsfield Upper,A Crimes against the person,A20 Assault and related offences,3,Beaconsfield Upper,3808,2013,470000.0
2013,Cardinia,3808,Beaconsfield Upper,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,Beaconsfield Upper,3808,2013,470000.0
2013,Cardinia,3808,Beaconsfield Upper,A Crimes against the person,Other crimes against the person,10,Beaconsfield Upper,3808,2013,470000.0
2013,Pyrenees,3373,Beaufort,A Crimes against the person,A20 Assault and related offences,6,Beaufort,3373,2013,186000.0
2013,Pyrenees,3373,Beaufort,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4,Beaufort,3373,2013,186000.0
