Year,Local Government Area,Postcode,Suburb/Town Name,Offence Count
2015,Loddon,3516,Bridgewater On Loddon,6
2015,Loddon,3517,Inglewood,16
2015,Loddon,3518,Wedderburn,13
2015,Loddon,3537,Boort,6
2015,Loddon,3575,Pyramid Hill,3
2015,Macedon Ranges,3431,Riddells Creek,15
2015,Macedon Ranges,3434,Romsey,34
2015,Macedon Ranges,3435,Lancefield,29
2015,Macedon Ranges,3437,Gisborne,51
2015,Macedon Ranges,3438,New Gisborne,5
2015,Macedon Ranges,3440,Macedon,11
2015,Macedon Ranges,3441,Mount Macedon,11
2015,Macedon Ranges,3442,Woodend,38
2015,Macedon Ranges,3444,Kyneton,93
2015,Macedon Ranges,3446,Malmsbury,12
2015,Manningham,3105,Bulleen,78
2015,Manningham,3106,Templestowe,54
2015,Manningham,3107,Doncaster,1
2015,Manningham,3107,Templestowe Lower,72
2015,Manningham,3108,Doncaster,192
2015,Manningham,3109,Doncaster East,136
2015,Manningham,3111,Donvale,61
2015,Manningham,3113,Warrandyte,22
2015,Manningham,3114,Park Orchards,29
2015,Manningham,3115,Wonga Park,12
2015,Manningham,3131,Nunawading,2
2015,Manningham,3134,Ringwood North,1
2015,Mansfield,3720,Bonnie Doon,5
2015,Mansfield,3722,Mansfield,45
2015,Mansfield,3723,Jamieson,6
2015,Maribyrnong,3011,Footscray,330
2015,Maribyrnong,3011,Seddon,33
2015,Maribyrnong,3012,Kingsville,13
2015,Maribyrnong,3012,Maidstone,79
2015,Maribyrnong,3012,West Footscray,76
2015,Maribyrnong,3013,Yarraville,73
2015,Maribyrnong,3019,Braybrook,154
2015,Maribyrnong,3032,Maribyrnong,88
2015,Maroondah,3133,Vermont,1
2015,Maroondah,3134,Ringwood,347
2015,Maroondah,3134,Ringwood North,29
2015,Maroondah,3134,Warranwood,10
2015,Maroondah,3135,Heathmont,92
2015,Maroondah,3135,Ringwood East,110
2015,Maroondah,3136,Croydon,302
2015,Maroondah,3136,Croydon Hills,16
2015,Maroondah,3136,Croydon North,36
2015,Maroondah,3136,Croydon South,28
2015,Maroondah,3137,Kilsyth,13
2015,Maroondah,3137,Kilsyth South,22
2015,Maroondah,3153,Bayswater North,129
2015,Melbourne,3002,East Melbourne,101
2015,Melbourne,3003,West Melbourne,96
2015,Melbourne,3031,Flemington,31
2015,Melbourne,3031,Kensington,99
2015,Melbourne,3051,North Melbourne,234
2015,Melbourne,3052,Parkville,63
2015,Melbourne,3053,Carlton,209
2015,Melbourne,3054,Carlton North,1
2015,Melbourne,3141,South Yarra,19
2015,Melbourne,3207,Port Melbourne,15
2015,Melton,3023,Burnside,35
2015,Melton,3023,Burnside Heights,33
2015,Melton,3023,Caroline Springs,169
2015,Melton,3029,Truganina,32
2015,Melton,3037,Taylors Hill,57
2015,Melton,3335,Rockbank,14
2015,Melton,3336,Aintree,3
2015,Melton,3336,Fraser Rise,11
2015,Melton,3337,Harkness,85
2015,Melton,3337,Kurunjang,141
2015,Melton,3337,Melton,325
2015,Melton,3337,Melton West,142
2015,Melton,3338,Brookfield,90
2015,Melton,3338,Cobblebank,2
2015,Melton,3338,Eynesbury,5
2015,Melton,3338,Melton South,242
2015,Melton,3338,Strathtulloh,1
2015,Melton,3338,Weir Views,8
2015,Melton,3427,Diggers Rest,27
2015,Merri-bek,3043,Gowanbrae,4
2015,Merri-bek,3044,Pascoe Vale,130
2015,Merri-bek,3044,Pascoe Vale South,52
2015,Merri-bek,3046,Glenroy,304
2015,Merri-bek,3046,Hadfield,80
2015,Merri-bek,3046,Oak Park,27
2015,Merri-bek,3055,Brunswick West,116
2015,Merri-bek,3056,Brunswick,311
2015,Merri-bek,3057,Brunswick East,56
2015,Merri-bek,3058,Coburg,327
2015,Merri-bek,3058,Coburg North,130
2015,Merri-bek,3060,Fawkner,172
2015,Merri-bek,3068,Fitzroy North,8
2015,Mildura,3490,Ouyen,16
2015,Mildura,3496,Red Cliffs,58
2015,Mildura,3498,Irymple,39
2015,Mildura,3500,Mildura,794
2015,Mildura,3501,Nichols Point,10
2015,Mildura,3505,Merbein,43
2015,Mitchell,3658,Broadford,65
2015,Mitchell,3660,Seymour,331
2015,Mitchell,3664,Avenel,1
2015,Mitchell,3717,Flowerdale,1
2015,Mitchell,3753,Beveridge,39
2015,Mitchell,3756,Wallan,268
2015,Mitchell,3764,Kilmore,144
2015,Moira,3636,Numurkah,62
2015,Moira,3638,Nathalia,28
2015,Moira,3641,Strathmerton,5
2015,Moira,3644,Cobram,82
2015,Moira,3730,Bundalong,3
2015,Moira,3730,Yarrawonga,54
2015,Monash,3125,Burwood,6
2015,Monash,3147,Ashwood,89
2015,Monash,3148,Chadstone,102
2015,Monash,3149,Mount Waverley,184
2015,Monash,3150,Glen Waverley,255
2015,Monash,3150,Wheelers Hill,59
2015,Monash,3166,Hughesdale,51
2015,Monash,3166,Huntingdale,18
2015,Monash,3166,Oakleigh,83
2015,Monash,3166,Oakleigh East,54
2015,Monash,3167,Oakleigh South,33
2015,Monash,3168,Clayton,181
2015,Monash,3168,Notting Hill,25
2015,Monash,3170,Mulgrave,154
2015,Moonee Valley,3031,Flemington,200
2015,Moonee Valley,3031,Kensington,22
2015,Moonee Valley,3032,Ascot Vale,214
2015,Moonee Valley,3032,Travancore,14
2015,Moonee Valley,3033,Keilor East,62
2015,Moonee Valley,3034,Avondale Heights,91
2015,Moonee Valley,3039,Moonee Ponds,129
2015,Moonee Valley,3040,Aberfeldie,19
2015,Moonee Valley,3040,Essendon,143
2015,Moonee Valley,3040,Essendon West,10
2015,Moonee Valley,3041,Essendon North,27
2015,Moonee Valley,3041,Strathmore,46
2015,Moonee Valley,3041,Strathmore Heights,6
2015,Moonee Valley,3042,Airport West,118
2015,Moonee Valley,3042,Niddrie,43
2015,Moorabool,3340,Bacchus Marsh,147
2015,Moorabool,3340,Darley,61
2015,Moorabool,3340,Maddingley,50
2015,Moorabool,3342,Ballan,37
2015,Moorabool,3345,Gordon,6
2015,Moorabool,3352,Mount Egerton,1
2015,Moorabool,3357,Buninyong,1
2015,Moorabool,3458,Blackwood,3
2015,Mornington Peninsula,3911,Baxter,74
2015,Mornington Peninsula,3912,Somerville,107
2015,Mornington Peninsula,3913,Tyabb,19
2015,Mornington Peninsula,3915,Hastings,218
2015,Mornington Peninsula,3916,Shoreham,5
2015,Mornington Peninsula,3918,Bittern,22
2015,Mornington Peninsula,3919,Crib Point,40
2015,Mornington Peninsula,3926,Balnarring,10
2015,Mornington Peninsula,3927,Somers,6
2015,Mornington Peninsula,3929,Flinders,1
2015,Mornington Peninsula,3930,Mount Eliza,73
2015,Mornington Peninsula,3931,Mornington,264
2015,Mornington Peninsula,3934,Mount Martha,72
2015,Mornington Peninsula,3936,Dromana,53
2015,Mornington Peninsula,3936,Safety Beach,30
2015,Mornington Peninsula,3939,Cape Schanck,2
2015,Mornington Peninsula,3939,Fingal,8
2015,Mornington Peninsula,3939,Rosebud,233
2015,Mornington Peninsula,3940,Capel Sound,75
2015,Mornington Peninsula,3941,Rye,98
2015,Mornington Peninsula,3941,St Andrews Beach,1
2015,Mornington Peninsula,3941,Tootgarook,57
2015,Mornington Peninsula,3942,Blairgowrie,8
2015,Mornington Peninsula,3943,Sorrento,16
2015,Mornington Peninsula,3944,Portsea,8
2015,Mount Alexander,3450,Castlemaine,95
2015,Mount Alexander,3451,Campbells Creek,3
2015,Mount Alexander,3451,Chewton,2
2015,Mount Alexander,3453,Harcourt,5
2015,Mount Alexander,3462,Newstead,5
2015,Mount Alexander,3463,Maldon,6
2015,Moyne,3270,Peterborough,3
2015,Moyne,3272,Mortlake,23
2015,Moyne,3277,Allansford,1
2015,Moyne,3280,Warrnambool,1
2015,Moyne,3282,Koroit,11
2015,Moyne,3284,Port Fairy,23
2015,Murrindindi,3713,Eildon,15
2015,Murrindindi,3714,Alexandra,47
2015,Murrindindi,3717,Flowerdale,7
2015,Murrindindi,3717,Yea,13
2015,Murrindindi,3763,Kinglake,12
2015,Murrindindi,3779,Marysville,4
2015,Nillumbik,3088,Greensborough,25
2015,Nillumbik,3089,Diamond Creek,82
2015,Nillumbik,3090,Plenty,7
2015,Nillumbik,3095,Eltham,98
2015,Nillumbik,3095,Eltham North,32
2015,Nillumbik,3095,Research,7
2015,Nillumbik,3096,Wattle Glen,8
2015,Nillumbik,3099,Hurstbridge,18
2015,Nillumbik,3754,Doreen,2
2015,Northern Grampians,3380,Stawell,201
2015,Northern Grampians,3381,Halls Gap,3
2015,Northern Grampians,3478,St Arnaud,47
2015,Port Phillip,3004,Windsor,2
2015,Port Phillip,3181,Windsor,4
2015,Port Phillip,3182,St Kilda,583
2015,Port Phillip,3182,St Kilda West,33
2015,Port Phillip,3183,Balaclava,77
2015,Port Phillip,3183,St Kilda East,47
2015,Port Phillip,3184,Elwood,116
2015,Port Phillip,3185,Ripponlea,13
2015,Port Phillip,3205,South Melbourne,218
2015,Port Phillip,3206,Albert Park,50
2015,Port Phillip,3206,Middle Park,25
2015,Port Phillip,3207,Port Melbourne,154
2015,Pyrenees,3361,Skipton,2
2015,Pyrenees,3373,Beaufort,18
2015,Pyrenees,3467,Avoca,26
2015,Queenscliffe,3225,Point Lonsdale,7
2015,Queenscliffe,3225,Queenscliff,6
2015,South Gippsland,3871,Mirboo North,42
2015,South Gippsland,3945,Loch,4
2015,South Gippsland,3950,Korumburra,65
2015,South Gippsland,3953,Leongatha,54
2015,South Gippsland,3956,Meeniyan,2
2015,South Gippsland,3956,Venus Bay,8
2015,South Gippsland,3960,Foster,22
2015,South Gippsland,3962,Toora,15
2015,South Gippsland,3965,Port Welshpool,1
2015,South Gippsland,3966,Welshpool,3
2015,South Gippsland,3987,Nyora,7
2015,South Gippsland,3988,Poowong,4
2015,Southern Grampians,3289,Penshurst,13
2015,Southern Grampians,3294,Dunkeld,7
2015,Southern Grampians,3300,Hamilton,168
2015,Southern Grampians,3315,Coleraine,25
2015,Stonnington,3141,South Yarra,259
2015,Stonnington,3142,Toorak,104
2015,Stonnington,3143,Armadale,49
2015,Stonnington,3144,Kooyong,4
2015,Stonnington,3144,Malvern,74
2015,Stonnington,3145,Malvern East,116
2015,Stonnington,3146,Glen Iris,27
2015,Stonnington,3181,Prahran,243
2015,Stonnington,3181,Windsor,135
2015,Strathbogie,3608,Nagambie,28
2015,Strathbogie,3664,Avenel,18
2015,Strathbogie,3666,Euroa,47
2015,Strathbogie,3669,Violet Town,9
2015,Surf Coast,3217,Mount Duneed,4
2015,Surf Coast,3227,Connewarre,1
2015,Surf Coast,3228,Jan Juc,9
2015,Surf Coast,3228,Torquay,53
2015,Surf Coast,3230,Anglesea,28
2015,Surf Coast,3231,Aireys Inlet,5
2015,Surf Coast,3231,Fairhaven,3
2015,Surf Coast,3232,Lorne,20
2015,Surf Coast,3241,Winchelsea,19
2015,Swan Hill,3549,Robinvale,88
2015,Swan Hill,3584,Lake Boga,12
2015,Swan Hill,3585,Swan Hill,300
2015,Swan Hill,3595,Nyah West,3
2015,Towong,3700,Tallangatta,9
2015,Towong,3707,Corryong,6
2015,Wangaratta,3675,Glenrowan,4
2015,Wangaratta,3677,Wangaratta,330
2015,Warrnambool,3277,Allansford,8
2015,Warrnambool,3280,Dennington,15
2015,Warrnambool,3280,Warrnambool,507
2015,Wellington,3847,Rosedale,50
2015,Wellington,3850,Sale,503
2015,Wellington,3850,Wurruk,17
2015,Wellington,3851,Golden Beach,3
2015,Wellington,3851,Loch Sport,15
2015,Wellington,3851,Seaspray,23
2015,Wellington,3851,The Honeysuckles,2
2015,Wellington,3858,Heyfield,56
2015,Wellington,3860,Briagolong,9
2015,Wellington,3860,Coongulla,5
2015,Wellington,3860,Maffra,92
2015,Wellington,3862,Stratford,23
2015,Wellington,3971,Port Albert,3
2015,Wellington,3971,Yarram,41
2015,West Wimmera,3318,Edenhope,23
2015,West Wimmera,3419,Kaniva,3
2015,Whitehorse,3104,Balwyn North,1
2015,Whitehorse,3125,Burwood,107
2015,Whitehorse,3127,Mont Albert,29
2015,Whitehorse,3127,Surrey Hills,6
2015,Whitehorse,3128,Box Hill,237
2015,Whitehorse,3128,Box Hill South,59
2015,Whitehorse,3129,Box Hill North,47
2015,Whitehorse,3129,Mont Albert North,12
2015,Whitehorse,3130,Blackburn,74
2015,Whitehorse,3130,Blackburn North,27
2015,Whitehorse,3130,Blackburn South,57
2015,Whitehorse,3131,Forest Hill,66
2015,Whitehorse,3131,Nunawading,101
2015,Whitehorse,3132,Mitcham,96
2015,Whitehorse,3133,Vermont,57
2015,Whitehorse,3133,Vermont South,87
2015,Whitehorse,3151,Burwood East,58
2015,Whittlesea,3074,Thomastown,253
2015,Whittlesea,3075,Lalor,235
2015,Whittlesea,3076,Epping,449
2015,Whittlesea,3082,Mill Park,380
2015,Whittlesea,3083,Bundoora,135
2015,Whittlesea,3750,Wollert,45
2015,Whittlesea,3752,South Morang,172
2015,Whittlesea,3753,Beveridge,5
2015,Whittlesea,3754,Doreen,138
2015,Whittlesea,3754,Mernda,115
2015,Whittlesea,3757,Whittlesea,108
2015,Wodonga,3690,West Wodonga,205
2015,Wodonga,3690,Wodonga,503
2015,Wodonga,3691,Bandiana,4
2015,Wodonga,3691,Baranduda,7
2015,Wodonga,3691,Leneva,4
2015,Wyndham,3024,Manor Lakes,54
2015,Wyndham,3024,Wyndham Vale,168
2015,Wyndham,3027,Williams Landing,28
2015,Wyndham,3028,Laverton,4
2015,Wyndham,3029,Hoppers Crossing,441
2015,Wyndham,3029,Tarneit,195
2015,Wyndham,3029,Truganina,85
2015,Wyndham,3030,Point Cook,238
2015,Wyndham,3030,Werribee,545
2015,Wyndham,3030,Werribee South,21
2015,Yarra,3054,Carlton North,23
2015,Yarra,3054,Princes Hill,17
2015,Yarra,3065,Fitzroy,294
2015,Yarra,3066,Clifton Hill,3
2015,Yarra,3066,Collingwood,170
2015,Yarra,3067,Abbotsford,89
2015,Yarra,3068,Clifton Hill,51
2015,Yarra,3068,Fitzroy North,86
2015,Yarra,3078,Alphington,4
2015,Yarra,3078,Fairfield,21
2015,Yarra,3121,Burnley,16
2015,Yarra,3121,Cremorne,28
2015,Yarra,3121,Richmond,388
2015,Yarra Ranges,3115,Wonga Park,8
2015,Yarra Ranges,3116,Chirnside Park,73
2015,Yarra Ranges,3137,Kilsyth,107
2015,Yarra Ranges,3138,Mooroolbark,267
2015,Yarra Ranges,3139,Launching Place,10
2015,Yarra Ranges,3139,Seville,13
2015,Yarra Ranges,3139,Seville East,5
2015,Yarra Ranges,3139,Wandin North,11
2015,Yarra Ranges,3139,Woori Yallock,28
2015,Yarra Ranges,3140,Lilydale,220
2015,Yarra Ranges,3156,Upper Ferntree Gully,4
2015,Yarra Ranges,3158,Upwey,46
2015,Yarra Ranges,3159,Menzies Creek,2
2015,Yarra Ranges,3159,Selby,16
2015,Yarra Ranges,3160,Belgrave,37
2015,Yarra Ranges,3160,Belgrave Heights,5
2015,Yarra Ranges,3160,Belgrave South,14
2015,Yarra Ranges,3160,Tecoma,17
2015,Yarra Ranges,3765,Montrose,61
2015,Yarra Ranges,3766,Kalorama,4
2015,Yarra Ranges,3767,Mount Dandenong,11
2015,Yarra Ranges,3770,Coldstream,24
2015,Yarra Ranges,3775,Yarra Glen,19
2015,Yarra Ranges,3777,Badger Creek,5
2015,Yarra Ranges,3777,Healesville,88
2015,Yarra Ranges,3786,Ferny Creek,11
2015,Yarra Ranges,3787,Sassafras,4
2015,Yarra Ranges,3788,Olinda,12
2015,Yarra Ranges,3792,The Patch,3
2015,Yarra Ranges,3793,Monbulk,24
2015,Yarra Ranges,3796,Mount Evelyn,89
2015,Yarra Ranges,3797,Yarra Junction,30
2015,Yarra Ranges,3799,East Warburton,8
2015,Yarra Ranges,3799,Millgrove,23
2015,Yarra Ranges,3799,Warburton,30
2015,Yarra Ranges,3799,Wesburn,2
2015,Yarriambiack,3388,Rupanyup,8
2015,Yarriambiack,3390,Murtoa,18
2015,Yarriambiack,3392,Minyip,3
2015,Yarriambiack,3393,Warracknabeal,38
2015,Yarriambiack,3396,Hopetoun,9
2016,Alpine,3698,Tawonga South,3
2016,Alpine,3699,Mount Beauty,13
2016,Alpine,3737,Myrtleford,51
2016,Alpine,3740,Porepunkah,4
2016,Alpine,3741,Bright,13
2016,Alpine,3898,Dinner Plain,1
2016,Ararat,3377,Ararat,217
2016,Ballarat,3350,Alfredton,64
2016,Ballarat,3350,Ballarat Central,566
2016,Ballarat,3350,Ballarat East,98
2016,Ballarat,3350,Ballarat North,40
2016,Ballarat,3350,Black Hill,16
2016,Ballarat,3350,Brown Hill,25
2016,Ballarat,3350,Canadian,43
2016,Ballarat,3350,Eureka,5
2016,Ballarat,3350,Invermay Park,10
2016,Ballarat,3350,Lake Wendouree,25
2016,Ballarat,3350,Lucas,3
2016,Ballarat,3350,Mount Clear,28
2016,Ballarat,3350,Mount Helen,9
2016,Ballarat,3350,Mount Pleasant,29
2016,Ballarat,3350,Nerrina,6
2016,Ballarat,3350,Newington,8
2016,Ballarat,3350,Redan,85
2016,Ballarat,3350,Soldiers Hill,21
2016,Ballarat,3352,Bonshaw,1
2016,Ballarat,3352,Miners Rest,24
2016,Ballarat,3355,Lake Gardens,6
2016,Ballarat,3355,Mitchell Park,10
2016,Ballarat,3355,Wendouree,304
2016,Ballarat,3356,Delacombe,87
2016,Ballarat,3356,Sebastopol,207
2016,Ballarat,3357,Buninyong,16
2016,Ballarat,3358,Winter Valley,5
2016,Banyule,3079,Ivanhoe,83
2016,Banyule,3079,Ivanhoe East,13
2016,Banyule,3081,Heidelberg Heights,103
2016,Banyule,3081,Heidelberg West,181
2016,Banyule,3083,Bundoora,134
2016,Banyule,3084,Eaglemont,16
2016,Banyule,3084,Heidelberg,137
2016,Banyule,3084,Rosanna,36
2016,Banyule,3084,Viewbank,20
2016,Banyule,3085,Macleod,60
2016,Banyule,3085,Yallambie,24
2016,Banyule,3087,Watsonia,62
2016,Banyule,3087,Watsonia North,30
2016,Banyule,3088,Briar Hill,18
2016,Banyule,3088,Greensborough,182
2016,Banyule,3088,St Helena,22
2016,Banyule,3093,Lower Plenty,33
2016,Banyule,3094,Montmorency,51
2016,Banyule,3095,Eltham North,11
2016,Bass Coast,3922,Cowes,112
2016,Bass Coast,3922,Silverleaves,3
2016,Bass Coast,3922,Smiths Beach,6
2016,Bass Coast,3922,Sunset Strip,9
2016,Bass Coast,3922,Surf Beach,3
2016,Bass Coast,3922,Ventnor,15
2016,Bass Coast,3922,Wimbledon Heights,7
2016,Bass Coast,3923,Rhyll,4
2016,Bass Coast,3925,Newhaven,4
2016,Bass Coast,3925,San Remo,26
2016,Bass Coast,3945,Loch,3
2016,Bass Coast,3984,Corinella,5
2016,Bass Coast,3984,Coronet Bay,5
2016,Bass Coast,3984,Grantville,9
2016,Bass Coast,3984,Lang Lang,3
2016,Bass Coast,3984,Pioneer Bay,9
2016,Bass Coast,3992,Dalyston,14
2016,Bass Coast,3995,Cape Paterson,18
2016,Bass Coast,3995,North Wonthaggi,39
2016,Bass Coast,3995,South Dudley,4
2016,Bass Coast,3995,Wonthaggi,184
2016,Bass Coast,3996,Inverloch,54
2016,Baw Baw,3816,Longwarry,42
2016,Baw Baw,3818,Drouin,225
2016,Baw Baw,3820,Warragul,263
2016,Baw Baw,3823,Yarragon,27
2016,Baw Baw,3824,Trafalgar,74
2016,Baw Baw,3825,Rawson,8
2016,Baw Baw,3831,Neerim South,8
2016,Bayside,3186,Brighton,225
2016,Bayside,3187,Brighton East,82
2016,Bayside,3188,Brighton East,1
2016,Bayside,3188,Hampton,91
2016,Bayside,3188,Hampton East,86
2016,Bayside,3190,Highett,41
2016,Bayside,3191,Sandringham,83
2016,Bayside,3192,Beaumaris,1
2016,Bayside,3192,Cheltenham,17
2016,Bayside,3193,Beaumaris,77
2016,Bayside,3193,Black Rock,14
2016,Benalla,3672,Benalla,301
2016,Boroondara,3101,Kew,149
2016,Boroondara,3102,Kew East,19
2016,Boroondara,3103,Balwyn,59
2016,Boroondara,3103,Deepdene,7
2016,Boroondara,3104,Balwyn North,59
2016,Boroondara,3122,Hawthorn,133
2016,Boroondara,3123,Hawthorn East,77
2016,Boroondara,3124,Camberwell,94
2016,Boroondara,3126,Canterbury,26
2016,Boroondara,3127,Surrey Hills,19
2016,Boroondara,3146,Glen Iris,55
2016,Boroondara,3147,Ashburton,66
2016,Brimbank,3012,Brooklyn,10
2016,Brimbank,3020,Albion,84
2016,Brimbank,3020,Sunshine,338
2016,Brimbank,3020,Sunshine North,150
2016,Brimbank,3020,Sunshine West,179
2016,Brimbank,3021,Albanvale,59
2016,Brimbank,3021,Kealba,37
2016,Brimbank,3021,Kings Park,93
2016,Brimbank,3021,St Albans,658
2016,Brimbank,3022,Ardeer,79
2016,Brimbank,3023,Cairnlea,64
2016,Brimbank,3023,Deer Park,241
2016,Brimbank,3026,Derrimut,62
2016,Brimbank,3033,Keilor East,16
2016,Brimbank,3036,Keilor,29
2016,Brimbank,3037,Delahey,78
2016,Brimbank,3037,Sydenham,81
2016,Brimbank,3038,Keilor Downs,92
2016,Brimbank,3038,Keilor Lodge,5
2016,Brimbank,3038,Taylors Lakes,148
2016,Brimbank,3042,Keilor Park,40
2016,Brimbank,3043,Tullamarine,15
2016,Buloke,3480,Donald,15
2016,Buloke,3483,Birchip,2
2016,Buloke,3525,Charlton,11
2016,Buloke,3527,Wycheproof,6
2016,Buloke,3533,Sea Lake,3
2016,Campaspe,3561,Rochester,31
2016,Campaspe,3563,Lockington,3
2016,Campaspe,3564,Echuca,404
2016,Campaspe,3612,Rushworth,31
2016,Campaspe,3620,Kyabram,114
2016,Campaspe,3621,Tongala,26
2016,Campaspe,3623,Stanhope,11
2016,Cardinia,3781,Cockatoo,26
2016,Cardinia,3782,Avonsleigh,6
2016,Cardinia,3782,Emerald,41
2016,Cardinia,3783,Gembrook,17
2016,Cardinia,3807,Beaconsfield,64
2016,Cardinia,3808,Beaconsfield Upper,21
2016,Cardinia,3809,Officer,91
2016,Cardinia,3810,Pakenham,676
2016,Cardinia,3812,Nar Nar Goon,18
2016,Cardinia,3814,Garfield,11
2016,Cardinia,3815,Bunyip,19
2016,Cardinia,3816,Longwarry,1
2016,Cardinia,3981,Koo Wee Rup,27
2016,Cardinia,3984,Lang Lang,18
2016,Cardinia,3987,Nyora,1
2016,Casey,3156,Lysterfield South,1
2016,Casey,3177,Doveton,300
2016,Casey,3177,Eumemmerring,75
2016,Casey,3802,Endeavour Hills,333
2016,Casey,3803,Hallam,184
2016,Casey,3804,Narre Warren North,65
2016,Casey,3805,Narre Warren,526
2016,Casey,3805,Narre Warren South,310
2016,Casey,3806,Berwick,433
2016,Casey,3807,Beaconsfield,3
2016,Casey,3912,Pearcedale,55
2016,Casey,3975,Lynbrook,103
2016,Casey,3975,Lyndhurst,56
2016,Casey,3976,Hampton Park,352
2016,Casey,3977,Botanic Ridge,13
2016,Casey,3977,Cranbourne,512
2016,Casey,3977,Cranbourne East,148
2016,Casey,3977,Cranbourne North,243
2016,Casey,3977,Cranbourne South,4
2016,Casey,3977,Cranbourne West,182
2016,Casey,3977,Junction Village,3
2016,Casey,3978,Clyde,29
2016,Casey,3978,Clyde North,83
2016,Casey,3980,Blind Bight,19
2016,Casey,3980,Tooradin,20
2016,Casey,3980,Warneet,13
2016,Central Goldfields,3464,Carisbrook,12
2016,Central Goldfields,3465,Maryborough,211
2016,Central Goldfields,3472,Dunolly,25
2016,Colac-Otway,3233,Apollo Bay,33
2016,Colac-Otway,3233,Marengo,1
2016,Colac-Otway,3233,Skenes Creek,3
2016,Colac-Otway,3242,Birregurra,1
2016,Colac-Otway,3250,Colac,223
2016,Colac-Otway,3250,Elliminyt,16
2016,Colac-Otway,3251,Beeac,10
2016,Corangamite,3260,Camperdown,37
2016,Corangamite,3264,Terang,30
2016,Corangamite,3266,Cobden,13
2016,Corangamite,3268,Timboon,5
2016,Corangamite,3269,Port Campbell,5
2016,Corangamite,3324,Lismore,2
2016,Corangamite,3325,Derrinallum,7
2016,Corangamite,3361,Skipton,2
2016,Darebin,3070,Northcote,186
2016,Darebin,3071,Thornbury,153
2016,Darebin,3072,Preston,569
2016,Darebin,3073,Reservoir,637
2016,Darebin,3078,Alphington,23
2016,Darebin,3078,Fairfield,30
2016,Darebin,3083,Bundoora,40
2016,Darebin,3083,Kingsbury,48
2016,Darebin,3085,Macleod,5
2016,East Gippsland,3865,Lindenow,7
2016,East Gippsland,3875,Bairnsdale,250
2016,East Gippsland,3875,East Bairnsdale,53
2016,East Gippsland,3875,Eastwood,23
2016,East Gippsland,3875,Lucknow,19
2016,East Gippsland,3875,Newlands Arm,3
2016,East Gippsland,3875,Wy Yung,27
2016,East Gippsland,3878,Eagle Point,5
2016,East Gippsland,3880,Paynesville,36
2016,East Gippsland,3880,Raymond Island,2
2016,East Gippsland,3885,Bruthen,7
2016,East Gippsland,3888,Marlo,8
2016,East Gippsland,3888,Orbost,67
2016,East Gippsland,3892,Mallacoota,8
2016,East Gippsland,3898,Omeo,11
2016,East Gippsland,3903,Swan Reach,8
2016,East Gippsland,3904,Metung,11
2016,East Gippsland,3909,Kalimna,5
2016,East Gippsland,3909,Lake Tyers Beach,6
2016,East Gippsland,3909,Lakes Entrance,135
2016,Frankston,3198,Seaford,283
2016,Frankston,3199,Frankston,1096
2016,Frankston,3199,Frankston South,90
2016,Frankston,3200,Frankston North,217
2016,Frankston,3201,Carrum Downs,360
2016,Frankston,3910,Langwarrin,167
2016,Frankston,3977,Sandhurst,15
2016,Frankston,3977,Skye,58
2016,Gannawarra,3567,Leitchville,5
2016,Gannawarra,3568,Cohuna,23
2016,Gannawarra,3579,Kerang,71
2016,Gannawarra,3580,Koondrook,5
2016,Glen Eira,3161,Caulfield North,78
2016,Glen Eira,3162,Caulfield,72
2016,Glen Eira,3162,Caulfield South,71
2016,Glen Eira,3163,Carnegie,93
2016,Glen Eira,3163,Glen Huntly,70
2016,Glen Eira,3163,Murrumbeena,66
2016,Glen Eira,3165,Bentleigh East,216
2016,Glen Eira,3183,St Kilda East,32
2016,Glen Eira,3185,Elsternwick,63
2016,Glen Eira,3185,Gardenvale,2
2016,Glen Eira,3204,Bentleigh,124
2016,Glen Eira,3204,Ormond,44
2016,Glenelg,3292,Nelson,1
2016,Glenelg,3304,Heywood,28
2016,Glenelg,3305,Portland,205
2016,Glenelg,3305,Portland North,5
2016,Glenelg,3311,Casterton,22
2016,Golden Plains,3331,Bannockburn,11
2016,Golden Plains,3333,Meredith,12
2016,Golden Plains,3351,Smythes Creek,3
2016,Golden Plains,3351,Smythesdale,10
2016,Greater Bendigo,3515,Marong,1
2016,Greater Bendigo,3523,Heathcote,43
2016,Greater Bendigo,3550,Bendigo,555
2016,Greater Bendigo,3550,East Bendigo,20
2016,Greater Bendigo,3550,Flora Hill,42
2016,Greater Bendigo,3550,Ironbark,18
2016,Greater Bendigo,3550,Kennington,37
2016,Greater Bendigo,3550,Long Gully,84
2016,Greater Bendigo,3550,North Bendigo,45
2016,Greater Bendigo,3550,Quarry Hill,19
2016,Greater Bendigo,3550,Spring Gully,26
2016,Greater Bendigo,3550,Strathdale,47
2016,Greater Bendigo,3550,West Bendigo,4
2016,Greater Bendigo,3550,White Hills,30
2016,Greater Bendigo,3551,Epsom,43
2016,Greater Bendigo,3551,Huntly,13
2016,Greater Bendigo,3551,Junortoun,5
2016,Greater Bendigo,3551,Maiden Gully,10
2016,Greater Bendigo,3551,Strathfieldsaye,18
2016,Greater Bendigo,3555,Golden Square,129
2016,Greater Bendigo,3555,Kangaroo Flat,170
2016,Greater Bendigo,3556,California Gully,88
2016,Greater Bendigo,3556,Eaglehawk,73
2016,Greater Bendigo,3556,Jackass Flat,16
2016,Greater Bendigo,3556,Sailors Gully,12
