Suburb/Town Name,Postcode,Local Government Area,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,%_crime_change,crime_quartile,%_property_incr
Wandana Heights,3216,Greater Geelong,2.0,5.0,3.0,3.0,3.0,4.0,11.0,3.0,1.0,6.0,190.48,2.0,90.74
St Kilda East,3183,Port Phillip,28.0,39.0,26.0,37.0,91.0,39.0,37.0,72.0,84.0,81.0,188.61,2.0,14.23
Whittlesea,3757,Whittlesea,17.0,30.0,39.0,47.0,62.0,45.0,67.0,100.0,39.0,49.0,187.13,2.0,112.67
Bentleigh,3204,Glen Eira,40.0,60.0,63.0,69.0,110.0,75.0,129.0,125.0,148.0,115.0,187.03,2.0,86.67
Eumemmerring,3177,Casey,15.0,23.0,34.0,34.0,26.0,33.0,24.0,14.0,38.0,43.0,185.43,2.0,119.55
Mooroolbark,3138,Yarra Ranges,76.0,150.0,209.0,231.0,234.0,130.0,208.0,238.0,177.0,217.0,185.28,2.0,98.41
Grantville,3984,Bass Coast,8.0,6.0,4.0,15.0,17.0,1.0,7.0,26.0,11.0,23.0,185.19,2.0,165.35
Albanvale,3021,Brimbank,21.0,13.0,14.0,43.0,93.0,106.0,170.0,95.0,116.0,60.0,184.83,2.0,93.29
Sandringham,3191,Bayside,33.0,42.0,43.0,60.0,123.0,83.0,143.0,109.0,172.0,94.0,184.29,2.0,101.03
Keilor,3036,Brimbank,7.0,19.0,16.0,23.0,20.0,33.0,64.0,73.0,27.0,20.0,183.1,2.0,66.46
Halls Gap,3381,Northern Grampians,1.0,0.0,1.0,2.0,2.0,2.0,3.0,9.0,5.0,3.0,181.82,2.0,208.94
Walkerville,3956,South Gippsland,1.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,16.0,3.0,181.82,2.0,103.23
Templestowe,3106,Manningham,12.0,30.0,28.0,40.0,36.0,23.0,68.0,57.0,40.0,34.0,181.82,2.0,90.06
Seymour,3660,Mitchell,123.0,207.0,316.0,370.0,315.0,336.0,455.0,424.0,252.0,344.0,179.53,2.0,90.91
Burnside Heights,3023,Melton,10.0,55.0,7.0,30.0,14.0,34.0,43.0,57.0,18.0,28.0,178.22,2.0,67.1
Mulgrave,3170,Monash,50.0,107.0,80.0,120.0,81.0,111.0,64.0,81.0,140.0,139.0,177.64,2.0,57.14
Cranbourne North,3977,Casey,76.0,111.0,285.0,168.0,175.0,229.0,169.0,238.0,256.0,211.0,177.4,2.0,93.24
Mordialloc,3195,Kingston,36.0,48.0,67.0,147.0,109.0,132.0,140.0,125.0,130.0,100.0,177.29,2.0,66.18
Brooklyn,3012,Hobsons Bay,5.0,18.0,21.0,21.0,21.0,24.0,48.0,36.0,41.0,14.0,176.47,2.0,52.49
Melton West,3337,Melton,46.0,51.0,113.0,81.0,138.0,161.0,194.0,142.0,185.0,127.0,175.7,2.0,92.64
Blackburn South,3130,Whitehorse,20.0,33.0,33.0,49.0,61.0,72.0,55.0,115.0,73.0,55.0,174.13,2.0,89.96
Longwarry,3816,Baw Baw,20.0,11.0,12.0,44.0,23.0,27.0,51.0,31.0,54.0,55.0,174.13,2.0,81.35
Fitzroy North,3068,Yarra,35.0,32.0,120.0,67.0,36.0,35.0,45.0,44.0,48.0,96.0,173.79,2.0,80.33
Aspendale,3195,Kingston,19.0,27.0,14.0,15.0,15.0,32.0,65.0,77.0,62.0,52.0,172.77,2.0,117.74
Highett,3190,Bayside,88.0,113.0,104.0,141.0,152.0,200.0,250.0,277.0,133.0,240.0,172.53,2.0,108.0
Lang Lang,3984,Cardinia,14.0,10.0,20.0,15.0,34.0,7.0,9.0,18.0,13.0,38.0,170.21,2.0,150.0
Yarraville,3013,Maribyrnong,50.0,28.0,53.0,54.0,55.0,43.0,48.0,61.0,59.0,135.0,169.66,2.0,93.97
Windsor,3181,Stonnington,26.0,16.0,52.0,53.0,99.0,47.0,61.0,78.0,59.0,70.0,168.58,2.0,123.11
Nhill,3418,Hindmarsh,10.0,15.0,18.0,16.0,25.0,4.0,13.0,33.0,31.0,27.0,168.32,2.0,55.45
Springvale,3171,Greater Dandenong,126.0,132.0,249.0,168.0,208.0,297.0,186.0,268.0,356.0,335.0,165.74,2.0,104.87
Wodonga,3690,Wodonga,189.0,445.0,500.0,399.0,387.0,343.0,538.0,487.0,452.0,502.0,165.52,2.0,73.45
Greensborough,3088,Banyule,74.0,149.0,620.0,219.0,132.0,145.0,157.0,158.0,135.0,194.0,161.94,2.0,83.52
Parkville,3052,Melbourne,17.0,19.0,31.0,47.0,49.0,33.0,41.0,66.0,76.0,44.0,157.89,2.0,86.08
Churchill,3842,Latrobe,50.0,104.0,82.0,89.0,121.0,123.0,161.0,133.0,131.0,129.0,157.68,2.0,98.35
South Melbourne,3205,Port Phillip,93.0,153.0,173.0,142.0,204.0,219.0,321.0,255.0,265.0,239.0,156.82,2.0,75.97
Clayton South,3169,Kingston,42.0,51.0,75.0,47.0,46.0,66.0,126.0,117.0,107.0,108.0,156.77,2.0,97.61
Montmorency,3094,Banyule,16.0,20.0,21.0,118.0,41.0,27.0,29.0,60.0,27.0,41.0,155.28,2.0,106.14
Heidelberg Heights,3081,Banyule,45.0,100.0,52.0,133.0,103.0,84.0,120.0,192.0,96.0,115.0,155.21,2.0,77.54
Ararat,3377,Ararat,119.0,158.0,178.0,241.0,270.0,288.0,334.0,327.0,438.0,303.0,154.49,2.0,88.89
Cremorne,3121,Yarra,9.0,22.0,6.0,4.0,3.0,10.0,10.0,35.0,3.0,23.0,153.85,2.0,116.5
Heidelberg West,3081,Banyule,61.0,107.0,163.0,212.0,175.0,200.0,147.0,206.0,184.0,155.0,153.85,2.0,83.31
Hampton East,3188,Bayside,50.0,50.0,66.0,46.0,55.0,92.0,141.0,135.0,108.0,127.0,153.69,2.0,94.81
Laverton,3028,Hobsons Bay,37.0,75.0,54.0,100.0,83.0,114.0,77.0,61.0,39.0,94.0,153.64,2.0,86.92
Hallam,3803,Casey,43.0,65.0,71.0,100.0,116.0,122.0,113.0,131.0,99.0,109.0,153.13,2.0,98.62
Werribee,3030,Wyndham,450.0,643.0,687.0,809.0,750.0,846.0,1127.0,950.0,791.0,1139.0,153.08,2.0,100.81
Gladstone Park,3043,Hume,32.0,106.0,76.0,64.0,43.0,79.0,80.0,108.0,61.0,81.0,152.65,2.0,89.81
Hamlyn Heights,3215,Greater Geelong,17.0,27.0,39.0,37.0,45.0,39.0,37.0,64.0,54.0,43.0,152.05,2.0,121.18
St Kilda,3182,Port Phillip,249.0,374.0,336.0,469.0,333.0,425.0,431.0,484.0,531.0,619.0,148.53,2.0,69.84
Allansford,3277,Warrnambool,6.0,6.0,8.0,6.0,1.0,0.0,15.0,12.0,6.0,15.0,147.54,2.0,102.9
Frankston North,3200,Frankston,75.0,122.0,127.0,247.0,150.0,175.0,210.0,256.0,229.0,185.0,146.47,2.0,141.18
Bentleigh East,3165,Glen Eira,45.0,55.0,109.0,209.0,65.0,122.0,100.0,138.0,144.0,111.0,146.34,2.0,103.73
Hoppers Crossing,3029,Wyndham,168.0,231.0,318.0,336.0,312.0,432.0,381.0,363.0,371.0,414.0,146.34,2.0,92.85
Stawell,3380,Northern Grampians,62.0,94.0,120.0,162.0,99.0,129.0,128.0,191.0,142.0,152.0,144.93,2.0,97.85
Blackburn,3130,Whitehorse,22.0,33.0,37.0,54.0,41.0,17.0,84.0,66.0,50.0,54.0,144.8,2.0,114.47
Noble Park,3174,Greater Dandenong,212.0,361.0,254.0,269.0,349.0,340.0,356.0,428.0,397.0,519.0,144.74,2.0,92.5
Bulleen,3105,Manningham,20.0,27.0,44.0,20.0,36.0,44.0,40.0,42.0,24.0,49.0,144.28,2.0,71.92
Altona,3018,Hobsons Bay,33.0,40.0,75.0,103.0,84.0,166.0,81.0,71.0,103.0,80.0,141.99,2.0,77.04
Irymple,3498,Mildura,14.0,12.0,23.0,26.0,40.0,51.0,75.0,38.0,62.0,34.0,141.84,2.0,109.27
Gowanbrae,3043,Merri-bek,7.0,48.0,1.0,9.0,18.0,20.0,18.0,5.0,13.0,17.0,140.85,2.0,63.83
Langwarrin,3910,Frankston,91.0,118.0,103.0,200.0,301.0,140.0,125.0,198.0,179.0,219.0,140.5,2.0,123.38
Manifold Heights,3218,Greater Geelong,12.0,3.0,7.0,9.0,23.0,14.0,25.0,26.0,8.0,29.0,140.5,2.0,75.4
Boronia,3155,Knox,133.0,221.0,237.0,394.0,453.0,327.0,331.0,319.0,316.0,317.0,138.24,2.0,85.53
Bacchus Marsh,3340,Moorabool,73.0,70.0,78.0,193.0,133.0,205.0,132.0,229.0,120.0,174.0,138.17,2.0,84.8
Bannockburn,3331,Golden Plains,5.0,4.0,29.0,14.0,7.0,58.0,24.0,19.0,44.0,12.0,137.25,2.0,94.59
Torquay,3228,Surf Coast,24.0,41.0,44.0,56.0,28.0,42.0,62.0,102.0,127.0,57.0,136.93,2.0,126.72
Brighton,3186,Bayside,44.0,73.0,71.0,96.0,145.0,65.0,92.0,90.0,120.0,104.0,136.05,2.0,63.0
Daylesford,3460,Hepburn,8.0,21.0,9.0,20.0,37.0,18.0,30.0,17.0,7.0,19.0,135.8,2.0,132.47
Strathdale,3550,Greater Bendigo,25.0,50.0,80.0,91.0,38.0,63.0,46.0,53.0,90.0,59.0,135.46,2.0,72.61
Thornbury,3071,Darebin,45.0,91.0,92.0,124.0,120.0,85.0,107.0,142.0,176.0,106.0,135.25,2.0,100.62
Wangaratta,3678,Wangaratta,232.0,422.0,346.0,375.0,334.0,409.0,443.0,535.0,495.0,543.0,133.99,2.0,120.83
Vermont,3133,Whitehorse,21.0,19.0,48.0,41.0,34.0,40.0,52.0,53.0,35.0,49.0,132.7,2.0,105.74
East Melbourne,3002,Melbourne,21.0,29.0,30.0,30.0,34.0,24.0,54.0,85.0,45.0,49.0,132.7,2.0,225.14
Healesville,3777,Yarra Ranges,41.0,36.0,56.0,98.0,69.0,40.0,96.0,55.0,85.0,94.0,128.95,2.0,107.52
Strathfieldsaye,3551,Greater Bendigo,10.0,9.0,11.0,12.0,9.0,21.0,45.0,42.0,42.0,23.0,128.71,2.0,88.33
Cheltenham,3192,Kingston,85.0,97.0,164.0,130.0,115.0,108.0,278.0,197.0,233.0,194.0,128.08,2.0,118.49
Chelsea,3196,Kingston,47.0,123.0,99.0,128.0,122.0,77.0,109.0,161.0,86.0,107.0,127.39,2.0,108.66
Korumburra,3950,South Gippsland,77.0,83.0,195.0,107.0,113.0,93.0,171.0,109.0,173.0,175.0,127.11,2.0,122.46
Brunswick,3056,Merri-bek,93.0,196.0,234.0,208.0,190.0,186.0,237.0,247.0,181.0,211.0,126.75,2.0,76.67
Carlton,3053,Melbourne,49.0,66.0,113.0,118.0,78.0,194.0,96.0,120.0,111.0,111.0,126.27,2.0,59.6
Emerald,3782,Cardinia,15.0,96.0,16.0,23.0,45.0,34.0,36.0,74.0,22.0,34.0,125.83,2.0,111.36
Moonee Ponds,3039,Moonee Valley,67.0,115.0,219.0,111.0,112.0,74.0,151.0,120.0,134.0,151.0,125.19,2.0,119.75
Taylors Lakes,3038,Brimbank,40.0,80.0,98.0,92.0,136.0,160.0,157.0,120.0,92.0,90.0,124.69,2.0,85.41
Doncaster East,3109,Manningham,36.0,75.0,76.0,111.0,178.0,114.0,166.0,81.0,102.0,81.0,124.65,2.0,99.05
Herne Hill,3218,Greater Geelong,8.0,14.0,50.0,25.0,34.0,11.0,26.0,36.0,25.0,18.0,123.46,2.0,124.29
Maribyrnong,3032,Maribyrnong,38.0,112.0,21.0,87.0,75.0,81.0,170.0,81.0,49.0,85.0,123.36,2.0,57.56
South Dudley,3995,Bass Coast,4.0,3.0,18.0,6.0,1.0,1.0,12.0,11.0,4.0,9.0,121.95,2.0,171.88
Long Gully,3550,Greater Bendigo,45.0,61.0,56.0,90.0,119.0,139.0,206.0,175.0,91.0,100.0,121.95,2.0,118.91
Melton,3337,Melton,182.0,230.0,346.0,432.0,387.0,369.0,389.0,495.0,400.0,404.0,121.91,2.0,102.45
Campbellfield,3061,Hume,29.0,31.0,80.0,146.0,77.0,64.0,147.0,122.0,61.0,64.0,120.27,2.0,92.73
Heatherton,3202,Kingston,10.0,14.0,8.0,24.0,17.0,15.0,32.0,37.0,18.0,22.0,118.81,2.0,94.05
Derrimut,3026,Brimbank,38.0,12.0,23.0,30.0,56.0,62.0,45.0,55.0,134.0,83.0,118.11,2.0,79.14
Alphington,3078,Darebin,5.0,20.0,28.0,12.0,36.0,5.0,17.0,13.0,15.0,11.0,117.65,2.0,84.26
Parkdale,3195,Kingston,23.0,28.0,39.0,58.0,80.0,39.0,58.0,85.0,57.0,50.0,116.88,2.0,83.09
Drouin,3818,Baw Baw,90.0,216.0,185.0,207.0,180.0,208.0,219.0,325.0,244.0,195.0,116.54,2.0,107.33
Bairnsdale,3875,East Gippsland,310.0,321.0,274.0,389.0,335.0,329.0,411.0,386.0,459.0,671.0,116.41,2.0,80.85
Malvern East,3145,Stonnington,85.0,63.0,78.0,99.0,72.0,78.0,121.0,141.0,135.0,183.0,115.16,2.0,100.83
Newington,3350,Ballarat,6.0,8.0,13.0,10.0,6.0,6.0,6.0,18.0,11.0,13.0,114.75,2.0,101.56
Elwood,3184,Port Phillip,35.0,134.0,107.0,81.0,102.0,90.0,199.0,71.0,64.0,75.0,113.96,2.0,73.33
Upper Ferntree Gully,3156,Knox,14.0,9.0,5.0,15.0,54.0,19.0,81.0,23.0,14.0,30.0,113.48,2.0,103.45
Casterton,3311,Glenelg,7.0,3.0,2.0,4.0,6.0,7.0,7.0,9.0,14.0,15.0,112.68,2.0,100.0
Mickleham,3064,Hume,39.0,16.0,21.0,29.0,31.0,58.0,72.0,81.0,121.0,83.0,112.53,2.0,212.21
Avondale Heights,3034,Moonee Valley,73.0,27.0,66.0,66.0,95.0,77.0,30.0,59.0,72.0,155.0,112.18,2.0,85.92
Swan Hill,3585,Swan Hill,194.0,349.0,312.0,364.0,402.0,469.0,526.0,421.0,477.0,411.0,111.8,2.0,57.56
Flemington,3031,Moonee Valley,37.0,142.0,210.0,199.0,138.0,155.0,107.0,103.0,106.0,78.0,110.51,2.0,94.43
Strathmore,3041,Moonee Valley,18.0,16.0,23.0,37.0,34.0,29.0,31.0,45.0,30.0,38.0,110.5,2.0,62.24
Port Melbourne,3207,Port Phillip,87.0,256.0,113.0,75.0,166.0,164.0,178.0,225.0,247.0,180.0,106.77,2.0,62.56
Templestowe Lower,3107,Manningham,22.0,35.0,25.0,26.0,78.0,23.0,34.0,38.0,59.0,45.0,104.07,2.0,116.53
Caroline Springs,3023,Melton,144.0,87.0,155.0,201.0,161.0,267.0,259.0,333.0,170.0,293.0,103.4,2.0,68.05
Dallas,3047,Hume,33.0,66.0,61.0,63.0,99.0,99.0,103.0,99.0,81.0,67.0,102.72,2.0,91.07
Crib Point,3919,Mornington Peninsula,18.0,42.0,34.0,44.0,25.0,81.0,63.0,31.0,88.0,36.0,99.45,2.0,145.07
Black Hill,3350,Ballarat,12.0,16.0,7.0,35.0,15.0,22.0,41.0,27.0,51.0,24.0,99.17,2.0,129.28
Wonthaggi,3995,Bass Coast,77.0,90.0,127.0,223.0,169.0,93.0,142.0,211.0,169.0,153.0,98.57,2.0,143.33
Kingsville,3012,Maribyrnong,6.0,5.0,3.0,16.0,19.0,12.0,12.0,15.0,11.0,12.0,98.36,2.0,85.83
Glenrowan,3675,Wangaratta,3.0,2.0,1.0,2.0,3.0,5.0,6.0,5.0,6.0,6.0,96.77,2.0,124.35
Port Campbell,3269,Corangamite,2.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,4.0,95.24,2.0,151.97
Wesburn,3799,Yarra Ranges,2.0,4.0,2.0,7.0,15.0,12.0,18.0,11.0,7.0,4.0,95.24,2.0,124.0
Altona Meadows,3028,Hobsons Bay,65.0,106.0,140.0,152.0,103.0,123.0,143.0,113.0,198.0,127.0,95.24,2.0,92.31
Neerim South,3831,Baw Baw,2.0,2.0,3.0,0.0,4.0,6.0,13.0,7.0,15.0,4.0,95.24,2.0,39.71
Highton,3216,Greater Geelong,37.0,40.0,27.0,73.0,58.0,55.0,40.0,79.0,84.0,72.0,94.34,2.0,104.19
Quarry Hill,3550,Greater Bendigo,16.0,6.0,9.0,52.0,20.0,25.0,41.0,42.0,39.0,31.0,93.17,2.0,51.95
Rye,3941,Mornington Peninsula,44.0,65.0,68.0,98.0,104.0,132.0,77.0,92.0,114.0,85.0,92.97,2.0,188.24
Rosebud,3939,Mornington Peninsula,139.0,297.0,353.0,274.0,291.0,343.0,262.0,362.0,280.0,268.0,92.74,2.0,126.84
Doncaster,3108,Manningham,69.0,96.0,134.0,86.0,86.0,79.0,110.0,163.0,84.0,133.0,92.62,2.0,85.0
Maryborough,3465,Central Goldfields,117.0,152.0,231.0,396.0,331.0,275.0,305.0,186.0,182.0,225.0,92.23,2.0,101.03
Mitcham,3132,Whitehorse,46.0,72.0,104.0,64.0,106.0,49.0,90.0,66.0,75.0,88.0,91.11,2.0,86.92
Peterborough,3270,Moyne,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,90.91,2.0,112.17
Mount Macedon,3441,Macedon Ranges,1.0,7.0,1.0,3.0,3.0,0.0,3.0,4.0,5.0,2.0,90.91,2.0,130.94
Eynesbury,3338,Melton,1.0,2.0,1.0,12.0,24.0,14.0,4.0,15.0,3.0,2.0,90.91,2.0,83.1
Ferny Creek,3786,Yarra Ranges,1.0,3.0,2.0,2.0,2.0,4.0,1.0,5.0,0.0,2.0,90.91,2.0,105.53
Skye,3977,Frankston,34.0,29.0,42.0,80.0,70.0,72.0,55.0,77.0,59.0,65.0,90.91,2.0,105.7
Marlo,3888,East Gippsland,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,90.91,2.0,96.61
Pakenham,3810,Cardinia,428.0,535.0,998.0,942.0,496.0,700.0,626.0,872.0,676.0,813.0,89.93,2.0,95.52
Preston,3072,Darebin,226.0,415.0,320.0,495.0,461.0,484.0,530.0,533.0,369.0,429.0,89.78,2.0,98.02
Kings Park,3021,Brimbank,18.0,57.0,39.0,75.0,72.0,105.0,54.0,91.0,53.0,34.0,88.4,2.0,106.35
Junortoun,3551,Greater Bendigo,8.0,0.0,0.0,2.0,3.0,4.0,20.0,31.0,26.0,15.0,86.42,2.0,85.82
St Arnaud,3478,Northern Grampians,28.0,19.0,23.0,66.0,39.0,39.0,67.0,21.0,37.0,52.0,85.41,2.0,82.14
Narre Warren,3805,Casey,199.0,324.0,334.0,406.0,405.0,347.0,387.0,425.0,317.0,364.0,82.87,2.0,107.57
Aberfeldie,3040,Moonee Valley,6.0,21.0,23.0,17.0,39.0,8.0,16.0,24.0,20.0,11.0,81.97,2.0,66.23
Traralgon,3844,Latrobe,439.0,598.0,822.0,951.0,1002.0,971.0,838.0,814.0,840.0,797.0,81.53,2.0,72.86
Orbost,3888,East Gippsland,38.0,48.0,52.0,50.0,76.0,69.0,55.0,77.0,98.0,69.0,81.36,2.0,101.92
Doveton,3177,Casey,89.0,112.0,144.0,217.0,242.0,202.0,129.0,149.0,121.0,161.0,80.81,2.0,106.95
Mornington,3931,Mornington Peninsula,134.0,174.0,260.0,296.0,329.0,256.0,311.0,361.0,312.0,241.0,79.79,2.0,133.33
Warracknabeal,3393,Yarriambiack,30.0,21.0,18.0,24.0,25.0,35.0,29.0,33.0,30.0,54.0,79.73,2.0,99.53
Macleod,3085,Banyule,25.0,42.0,39.0,68.0,54.0,77.0,82.0,51.0,65.0,45.0,79.68,2.0,145.56
Dandenong North,3175,Greater Dandenong,143.0,148.0,231.0,218.0,221.0,239.0,300.0,312.0,234.0,257.0,79.66,2.0,92.31
Spring Gully,3550,Greater Bendigo,10.0,5.0,4.0,12.0,6.0,13.0,30.0,9.0,18.0,18.0,79.21,2.0,102.9
Coolaroo,3048,Hume,33.0,18.0,66.0,111.0,48.0,55.0,69.0,54.0,53.0,59.0,78.55,2.0,89.66
Keysborough,3173,Greater Dandenong,67.0,71.0,106.0,126.0,98.0,118.0,169.0,175.0,194.0,119.0,77.5,2.0,114.94
Armadale,3143,Stonnington,12.0,42.0,50.0,14.0,22.0,74.0,37.0,36.0,49.0,21.0,74.38,2.0,62.45
Forest Hill,3131,Whitehorse,43.0,55.0,40.0,59.0,46.0,43.0,57.0,67.0,67.0,75.0,74.25,2.0,91.39
Williamstown,3016,Hobsons Bay,51.0,105.0,120.0,170.0,119.0,160.0,105.0,86.0,124.0,87.0,70.45,2.0,71.25
Seaholme,3018,Hobsons Bay,7.0,2.0,4.0,3.0,4.0,5.0,2.0,5.0,17.0,12.0,70.42,2.0,90.33
Geelong,3219,Greater Geelong,404.0,593.0,586.0,623.0,625.0,567.0,688.0,668.0,697.0,688.0,70.28,2.0,70.0
Braybrook,3019,Maribyrnong,56.0,95.0,54.0,82.0,106.0,76.0,199.0,120.0,129.0,95.0,69.52,2.0,98.11
Ormond,3204,Glen Eira,33.0,15.0,29.0,20.0,27.0,18.0,17.0,40.0,36.0,56.0,69.49,2.0,93.23
Springvale South,3172,Greater Dandenong,55.0,61.0,121.0,62.0,100.0,61.0,74.0,94.0,83.0,93.0,68.97,2.0,86.05
Brunswick West,3055,Merri-bek,88.0,46.0,87.0,70.0,104.0,72.0,57.0,100.0,108.0,146.0,65.83,2.0,71.14
Sydenham,3037,Brimbank,47.0,77.0,81.0,112.0,32.0,90.0,110.0,85.0,62.0,78.0,65.82,2.0,58.82
Oakleigh South,3167,Monash,20.0,10.0,28.0,49.0,52.0,43.0,47.0,71.0,45.0,33.0,64.68,2.0,105.22
Wimbledon Heights,3922,Bass Coast,3.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,22.0,5.0,64.52,2.0,157.83
Timboon,3268,Corangamite,3.0,1.0,3.0,14.0,17.0,5.0,22.0,22.0,45.0,5.0,64.52,2.0,150.0
Gordon,3345,Moorabool,3.0,4.0,0.0,12.0,6.0,2.0,0.0,1.0,12.0,5.0,64.52,2.0,267.15
Mill Park,3082,Whittlesea,171.0,236.0,330.0,309.0,312.0,330.0,402.0,426.0,297.0,279.0,63.12,2.0,97.43
Morwell,3840,Latrobe,778.0,1119.0,1189.0,1243.0,1168.0,1307.0,1275.0,1170.0,1103.0,1266.0,62.72,2.0,96.88
Apollo Bay,3233,Colac-Otway,24.0,6.0,9.0,7.0,0.0,30.0,20.0,16.0,31.0,39.0,62.24,2.0,157.78
Clifton Springs,3222,Greater Geelong,28.0,10.0,13.0,18.0,8.0,13.0,25.0,26.0,20.0,45.0,60.5,2.0,120.24
Carrum,3197,Kingston,22.0,22.0,41.0,153.0,37.0,54.0,38.0,87.0,67.0,35.0,58.82,2.0,79.71
Middle Park,3206,Port Phillip,5.0,3.0,19.0,17.0,14.0,13.0,13.0,24.0,11.0,8.0,58.82,2.0,63.78
North Wonthaggi,3995,Bass Coast,46.0,28.0,26.0,50.0,31.0,24.0,52.0,38.0,54.0,73.0,58.57,2.0,188.7
Malvern,3144,Stonnington,38.0,25.0,34.0,39.0,26.0,40.0,31.0,54.0,37.0,60.0,57.74,2.0,63.08
Breakwater,3219,Greater Geelong,19.0,17.0,9.0,12.0,21.0,19.0,15.0,15.0,13.0,30.0,57.59,2.0,132.75
North Melbourne,3051,Melbourne,99.0,173.0,126.0,167.0,277.0,128.0,95.0,126.0,191.0,156.0,57.52,2.0,46.67
Noble Park North,3174,Greater Dandenong,44.0,19.0,88.0,56.0,54.0,38.0,72.0,151.0,66.0,69.0,56.69,1.0,106.27
Montrose,3765,Yarra Ranges,24.0,49.0,38.0,38.0,34.0,25.0,52.0,72.0,56.0,37.0,53.94,1.0,108.99
Coburg,3058,Merri-bek,136.0,155.0,195.0,246.0,184.0,199.0,221.0,175.0,169.0,209.0,53.64,1.0,99.45
Ballarat Central,3350,Ballarat,475.0,768.0,777.0,770.0,723.0,678.0,766.0,595.0,559.0,729.0,53.46,1.0,120.5
Romsey,3434,Macedon Ranges,21.0,49.0,28.0,21.0,22.0,29.0,52.0,98.0,19.0,32.0,52.13,1.0,99.35
Burwood East,3151,Whitehorse,21.0,18.0,39.0,42.0,48.0,37.0,59.0,34.0,68.0,32.0,52.13,1.0,89.64
Kensington,3031,Melbourne,50.0,269.0,49.0,91.0,117.0,64.0,138.0,53.0,38.0,76.0,51.9,1.0,76.67
Hampton,3188,Bayside,35.0,44.0,40.0,67.0,87.0,36.0,46.0,47.0,40.0,53.0,51.28,1.0,59.06
Delahey,3037,Brimbank,34.0,17.0,34.0,40.0,46.0,43.0,35.0,60.0,67.0,51.0,49.85,1.0,78.26
Port Fairy,3284,Moyne,14.0,7.0,14.0,16.0,6.0,6.0,23.0,20.0,36.0,21.0,49.65,1.0,181.25
Elliminyt,3250,Colac-Otway,6.0,6.0,12.0,9.0,3.0,17.0,7.0,22.0,13.0,9.0,49.18,1.0,94.28
Balwyn North,3104,Boroondara,27.0,21.0,29.0,49.0,68.0,53.0,49.0,48.0,70.0,40.0,47.97,1.0,59.4
Rhyll,3923,Bass Coast,2.0,3.0,5.0,10.0,16.0,2.0,1.0,0.0,9.0,3.0,47.62,1.0,137.91
Connewarre,3227,Greater Geelong,2.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,47.62,1.0,364.08
Selby,3159,Yarra Ranges,2.0,6.0,4.0,2.0,9.0,9.0,1.0,21.0,1.0,3.0,47.62,1.0,95.24
Newlands Arm,3875,East Gippsland,2.0,2.0,7.0,4.0,2.0,8.0,1.0,10.0,3.0,3.0,47.62,1.0,106.25
Keilor Lodge,3038,Brimbank,2.0,0.0,2.0,3.0,4.0,6.0,11.0,15.0,7.0,3.0,47.62,1.0,67.35
Malmsbury,3446,Macedon Ranges,2.0,2.0,3.0,4.0,5.0,12.0,13.0,5.0,8.0,3.0,47.62,1.0,154.7
Ringwood,3134,Maroondah,695.0,884.0,926.0,919.0,848.0,1021.0,781.0,646.0,758.0,1016.0,46.18,1.0,87.39
Kyneton,3444,Macedon Ranges,91.0,88.0,113.0,146.0,129.0,125.0,125.0,129.0,95.0,133.0,46.1,1.0,141.19
St Albans Park,3219,Greater Geelong,13.0,23.0,9.0,28.0,42.0,50.0,30.0,32.0,41.0,19.0,45.8,1.0,85.82
Frankston,3199,Frankston,1193.0,1870.0,1606.0,1757.0,1680.0,1763.0,1836.0,1525.0,1195.0,1739.0,45.76,1.0,122.57
Knoxfield,3180,Knox,22.0,53.0,18.0,48.0,41.0,48.0,50.0,35.0,59.0,32.0,45.25,1.0,108.0
Eaglehawk,3556,Greater Bendigo,78.0,147.0,57.0,96.0,147.0,53.0,51.0,117.0,120.0,113.0,44.81,1.0,83.71
Westmeadows,3049,Hume,20.0,37.0,38.0,69.0,50.0,56.0,49.0,57.0,89.0,29.0,44.78,1.0,68.18
Moe,3825,Latrobe,256.0,312.0,451.0,531.0,603.0,582.0,568.0,513.0,472.0,369.0,44.12,1.0,116.13
East Bairnsdale,3875,East Gippsland,35.0,55.0,47.0,54.0,79.0,88.0,64.0,95.0,70.0,50.0,42.74,1.0,57.96
Harkness,3337,Melton,120.0,33.0,60.0,87.0,88.0,81.0,103.0,144.0,138.0,171.0,42.46,1.0,78.79
Robinvale,3549,Swan Hill,32.0,76.0,65.0,41.0,69.0,68.0,46.0,77.0,65.0,45.0,40.5,1.0,165.68
West Footscray,3012,Maribyrnong,32.0,41.0,36.0,27.0,60.0,92.0,84.0,33.0,34.0,45.0,40.5,1.0,98.92
Dromana,3936,Mornington Peninsula,96.0,116.0,102.0,165.0,123.0,154.0,150.0,184.0,155.0,134.0,39.54,1.0,116.23
Glengarry,3854,Latrobe,5.0,6.0,1.0,10.0,3.0,52.0,8.0,6.0,3.0,7.0,39.22,1.0,164.52
