Year,Local Government Area,Postcode_x,Suburb/Town Name,Offence Division,Offence Subdivision,Offence Count,locality,Postcode_y,year,Median
2013,Stonnington,3143,Armadale,D Public order and security offences,D20 Disorderly and offensive conduct,11,Armadale,3143,2013,1675000.0
2013,Stonnington,3143,Armadale,D Public order and security offences,D30 Public nuisance offences,6,Armadale,3143,2013,1675000.0
2013,Moonee Valley,3032,Ascot Vale,D Public order and security offences,D10 Weapons and explosives offences,20,Ascot Vale,3032,2013,735000.0
2013,Moonee Valley,3032,Ascot Vale,D Public order and security offences,D20 Disorderly and offensive conduct,40,Ascot Vale,3032,2013,735000.0
2013,Moonee Valley,3032,Ascot Vale,D Public order and security offences,D30 Public nuisance offences,15,Ascot Vale,3032,2013,735000.0
2013,Boroondara,3147,Ashburton,D Public order and security offences,D10 Weapons and explosives offences,13,Ashburton,3147,2013,1000000.0
2013,Boroondara,3147,Ashburton,D Public order and security offences,D20 Disorderly and offensive conduct,21,Ashburton,3147,2013,1000000.0
2013,Boroondara,3147,Ashburton,D Public order and security offences,D30 Public nuisance offences,1,Ashburton,3147,2013,1000000.0
2013,Monash,3147,Ashwood,D Public order and security offences,D10 Weapons and explosives offences,5,Ashwood,3147,2013,775000.0
2013,Monash,3147,Ashwood,D Public order and security offences,D20 Disorderly and offensive conduct,6,Ashwood,3147,2013,775000.0
2013,Monash,3147,Ashwood,D Public order and security offences,D30 Public nuisance offences,4,Ashwood,3147,2013,775000.0
2013,Kingston,3195,Aspendale,D Public order and security offences,D10 Weapons and explosives offences,5,Aspendale,3195,2013,620000.0
2013,Kingston,3195,Aspendale,D Public order and security offences,D20 Disorderly and offensive conduct,8,Aspendale,3195,2013,620000.0
2013,Kingston,3195,Aspendale,D Public order and security offences,D30 Public nuisance offences,1,Aspendale,3195,2013,620000.0
2013,Kingston,3195,Aspendale Gardens,D Public order and security offences,D10 Weapons and explosives offences,2,Aspendale Gardens,3195,2013,586500.0
2013,Kingston,3195,Aspendale Gardens,D Public order and security offences,D20 Disorderly and offensive conduct,4,Aspendale Gardens,3195,2013,586500.0
2013,Hume,3049,Attwood,D Public order and security offences,D10 Weapons and explosives offences,4,Attwood,3049,2013,540000.0
2013,Hume,3049,Attwood,D Public order and security offences,D20 Disorderly and offensive conduct,1,Attwood,3049,2013,540000.0
2013,Strathbogie,3664,Avenel,D Public order and security offences,D10 Weapons and explosives offences,1,Avenel,3664,2013,231000.0
2013,Pyrenees,3467,Avoca,D Public order and security offences,D10 Weapons and explosives offences,1,Avoca,3467,2013,182500.0
2013,Pyrenees,3467,Avoca,D Public order and security offences,D20 Disorderly and offensive conduct,3,Avoca,3467,2013,182500.0
2013,Pyrenees,3467,Avoca,D Public order and security offences,D30 Public nuisance offences,2,Avoca,3467,2013,182500.0
2013,Moonee Valley,3034,Avondale Heights,D Public order and security offences,D10 Weapons and explosives offences,14,Avondale Heights,3034,2013,532500.0
2013,Moonee Valley,3034,Avondale Heights,D Public order and security offences,D20 Disorderly and offensive conduct,3,Avondale Heights,3034,2013,532500.0
2013,Moonee Valley,3034,Avondale Heights,D Public order and security offences,D30 Public nuisance offences,2,Avondale Heights,3034,2013,532500.0
2013,Cardinia,3782,Avonsleigh,D Public order and security offences,D10 Weapons and explosives offences,7,Avonsleigh,3782,2013,420000.0
2013,Cardinia,3782,Avonsleigh,D Public order and security offences,D20 Disorderly and offensive conduct,1,Avonsleigh,3782,2013,420000.0
2013,Moorabool,3340,Bacchus Marsh,D Public order and security offences,D10 Weapons and explosives offences,27,Bacchus Marsh,3340,2013,335500.0
2013,Moorabool,3340,Bacchus Marsh,D Public order and security offences,D20 Disorderly and offensive conduct,40,Bacchus Marsh,3340,2013,335500.0
2013,Moorabool,3340,Bacchus Marsh,D Public order and security offences,D30 Public nuisance offences,7,Bacchus Marsh,3340,2013,335500.0
2013,East Gippsland,3875,Bairnsdale,D Public order and security offences,D10 Weapons and explosives offences,33,Bairnsdale,3875,2013,235000.0
2013,East Gippsland,3875,Bairnsdale,D Public order and security offences,D20 Disorderly and offensive conduct,67,Bairnsdale,3875,2013,235000.0
2013,East Gippsland,3875,Bairnsdale,D Public order and security offences,D30 Public nuisance offences,17,Bairnsdale,3875,2013,235000.0
2013,Port Phillip,3183,Balaclava,D Public order and security offences,D10 Weapons and explosives offences,10,Balaclava,3183,2013,860500.0
2013,Port Phillip,3183,Balaclava,D Public order and security offences,D20 Disorderly and offensive conduct,33,Balaclava,3183,2013,860500.0
2013,Port Phillip,3183,Balaclava,D Public order and security offences,D30 Public nuisance offences,3,Balaclava,3183,2013,860500.0
2013,Moorabool,3342,Ballan,D Public order and security offences,D10 Weapons and explosives offences,3,Ballan,3342,2013,352000.0
2013,Moorabool,3342,Ballan,D Public order and security offences,D20 Disorderly and offensive conduct,4,Ballan,3342,2013,352000.0
2013,Moorabool,3342,Ballan,D Public order and security offences,D30 Public nuisance offences,1,Ballan,3342,2013,352000.0
2013,Ballarat,3350,Ballarat Central,D Public order and security offences,D10 Weapons and explosives offences,119,Ballarat Central,3350,2013,322000.0
2013,Ballarat,3350,Ballarat Central,D Public order and security offences,D20 Disorderly and offensive conduct,249,Ballarat Central,3350,2013,322000.0
2013,Ballarat,3350,Ballarat Central,D Public order and security offences,D30 Public nuisance offences,5,Ballarat Central,3350,2013,322000.0
2013,Ballarat,3350,Ballarat Central,D Public order and security offences,D40 Public security offences,1,Ballarat Central,3350,2013,322000.0
2013,Ballarat,3350,Ballarat East,D Public order and security offences,D10 Weapons and explosives offences,37,Ballarat East,3350,2013,265000.0
2013,Ballarat,3350,Ballarat East,D Public order and security offences,D20 Disorderly and offensive conduct,4,Ballarat East,3350,2013,265000.0
2013,Ballarat,3350,Ballarat East,D Public order and security offences,D30 Public nuisance offences,1,Ballarat East,3350,2013,265000.0
2013,Ballarat,3350,Ballarat North,D Public order and security offences,D20 Disorderly and offensive conduct,1,Ballarat North,3350,2013,296000.0
2013,Mornington Peninsula,3926,Balnarring,D Public order and security offences,D10 Weapons and explosives offences,3,Balnarring,3926,2013,525000.0
2013,Mornington Peninsula,3926,Balnarring,D Public order and security offences,D30 Public nuisance offences,1,Balnarring,3926,2013,525000.0
2013,Mornington Peninsula,3926,Balnarring Beach,D Public order and security offences,D20 Disorderly and offensive conduct,2,Balnarring Beach,3926,2013,750000.0
2013,Boroondara,3103,Balwyn,D Public order and security offences,D10 Weapons and explosives offences,8,Balwyn,3103,2013,1530000.0
2013,Boroondara,3103,Balwyn,D Public order and security offences,D20 Disorderly and offensive conduct,11,Balwyn,3103,2013,1530000.0
2013,Boroondara,3104,Balwyn North,D Public order and security offences,D10 Weapons and explosives offences,23,Balwyn North,3104,2013,1240000.0
2013,Boroondara,3104,Balwyn North,D Public order and security offences,D20 Disorderly and offensive conduct,21,Balwyn North,3104,2013,1240000.0
2013,Boroondara,3104,Balwyn North,D Public order and security offences,D30 Public nuisance offences,1,Balwyn North,3104,2013,1240000.0
2013,Golden Plains,3331,Bannockburn,D Public order and security offences,D10 Weapons and explosives offences,1,Bannockburn,3331,2013,370000.0
2013,Golden Plains,3331,Bannockburn,D Public order and security offences,D20 Disorderly and offensive conduct,2,Bannockburn,3331,2013,370000.0
2013,Wodonga,3691,Baranduda,D Public order and security offences,D10 Weapons and explosives offences,3,Baranduda,3691,2013,345000.0
2013,Indigo,3688,Barnawartha,D Public order and security offences,D20 Disorderly and offensive conduct,1,Barnawartha,3688,2013,245000.0
2013,Indigo,3688,Barnawartha,D Public order and security offences,D30 Public nuisance offences,1,Barnawartha,3688,2013,245000.0
2013,Greater Geelong,3227,Barwon Heads,D Public order and security offences,D20 Disorderly and offensive conduct,9,Barwon Heads,3227,2013,742500.0
2013,Greater Geelong,3227,Barwon Heads,D Public order and security offences,D30 Public nuisance offences,1,Barwon Heads,3227,2013,742500.0
2013,Mornington Peninsula,3911,Baxter,D Public order and security offences,D10 Weapons and explosives offences,11,Baxter,3911,2013,330500.0
2013,Mornington Peninsula,3911,Baxter,D Public order and security offences,D20 Disorderly and offensive conduct,3,Baxter,3911,2013,330500.0
2013,Knox,3153,Bayswater,D Public order and security offences,D10 Weapons and explosives offences,42,Bayswater,3153,2013,458500.0
2013,Knox,3153,Bayswater,D Public order and security offences,D20 Disorderly and offensive conduct,36,Bayswater,3153,2013,458500.0
2013,Knox,3153,Bayswater,D Public order and security offences,D30 Public nuisance offences,5,Bayswater,3153,2013,458500.0
2013,Maroondah,3153,Bayswater North,D Public order and security offences,D10 Weapons and explosives offences,24,Bayswater North,3153,2013,468500.0
2013,Maroondah,3153,Bayswater North,D Public order and security offences,D20 Disorderly and offensive conduct,6,Bayswater North,3153,2013,468500.0
2013,Maroondah,3153,Bayswater North,D Public order and security offences,D40 Public security offences,1,Bayswater North,3153,2013,468500.0
2013,Cardinia,3807,Beaconsfield,D Public order and security offences,D10 Weapons and explosives offences,12,Beaconsfield,3807,2013,486500.0
2013,Cardinia,3807,Beaconsfield,D Public order and security offences,D20 Disorderly and offensive conduct,8,Beaconsfield,3807,2013,486500.0
2013,Cardinia,3807,Beaconsfield,D Public order and security offences,D30 Public nuisance offences,3,Beaconsfield,3807,2013,486500.0
2013,Casey,3807,Beaconsfield,D Public order and security offences,D30 Public nuisance offences,1,Beaconsfield,3807,2013,486500.0
2013,Cardinia,3808,Beaconsfield Upper,D Public order and security offences,D10 Weapons and explosives offences,1,Beaconsfield Upper,3808,2013,470000.0
2013,Cardinia,3808,Beaconsfield Upper,D Public order and security offences,D30 Public nuisance offences,1,Beaconsfield Upper,3808,2013,470000.0
2013,Pyrenees,3373,Beaufort,D Public order and security offences,D10 Weapons and explosives offences,3,Beaufort,3373,2013,186000.0
2013,Pyrenees,3373,Beaufort,D Public order and security offences,D20 Disorderly and offensive conduct,1,Beaufort,3373,2013,186000.0
2013,Bayside,3193,Beaumaris,D Public order and security offences,D10 Weapons and explosives offences,27,Beaumaris,3193,2013,1074000.0
2013,Bayside,3193,Beaumaris,D Public order and security offences,D20 Disorderly and offensive conduct,3,Beaumaris,3193,2013,1074000.0
2013,Colac-Otway,3251,Beeac,D Public order and security offences,D10 Weapons and explosives offences,3,Beeac,3251,2013,157500.0
2013,Indigo,3747,Beechworth,D Public order and security offences,D10 Weapons and explosives offences,4,Beechworth,3747,2013,295000.0
2013,Indigo,3747,Beechworth,D Public order and security offences,D20 Disorderly and offensive conduct,7,Beechworth,3747,2013,295000.0
2013,Indigo,3747,Beechworth,D Public order and security offences,D30 Public nuisance offences,2,Beechworth,3747,2013,295000.0
2013,Yarra Ranges,3160,Belgrave,D Public order and security offences,D10 Weapons and explosives offences,6,Belgrave,3160,2013,410000.0
2013,Yarra Ranges,3160,Belgrave,D Public order and security offences,D20 Disorderly and offensive conduct,17,Belgrave,3160,2013,410000.0
2013,Yarra Ranges,3160,Belgrave,D Public order and security offences,D30 Public nuisance offences,6,Belgrave,3160,2013,410000.0
2013,Yarra Ranges,3160,Belgrave Heights,D Public order and security offences,D10 Weapons and explosives offences,2,Belgrave Heights,3160,2013,430000.0
2013,Yarra Ranges,3160,Belgrave South,D Public order and security offences,D20 Disorderly and offensive conduct,1,Belgrave South,3160,2013,548000.0
2013,Greater Geelong,3215,Bell Park,D Public order and security offences,D10 Weapons and explosives offences,14,Bell Park,3215,2013,314000.0
2013,Greater Geelong,3215,Bell Park,D Public order and security offences,D20 Disorderly and offensive conduct,8,Bell Park,3215,2013,314000.0
2013,Greater Geelong,3215,Bell Park,D Public order and security offences,D30 Public nuisance offences,2,Bell Park,3215,2013,314000.0
2013,Greater Geelong,3215,Bell Post Hill,D Public order and security offences,D10 Weapons and explosives offences,23,Bell Post Hill,3215,2013,328000.0
2013,Greater Geelong,3215,Bell Post Hill,D Public order and security offences,D20 Disorderly and offensive conduct,5,Bell Post Hill,3215,2013,328000.0
2013,Greater Geelong,3215,Bell Post Hill,D Public order and security offences,D30 Public nuisance offences,1,Bell Post Hill,3215,2013,328000.0
2013,Greater Geelong,3216,Belmont,D Public order and security offences,D10 Weapons and explosives offences,14,Belmont,3216,2013,360000.0
2013,Greater Geelong,3216,Belmont,D Public order and security offences,D20 Disorderly and offensive conduct,23,Belmont,3216,2013,360000.0
2013,Greater Geelong,3216,Belmont,D Public order and security offences,D30 Public nuisance offences,3,Belmont,3216,2013,360000.0
2013,Benalla,3672,Benalla,D Public order and security offences,D10 Weapons and explosives offences,33,Benalla,3672,2013,228000.0
2013,Benalla,3672,Benalla,D Public order and security offences,D20 Disorderly and offensive conduct,56,Benalla,3672,2013,228000.0
2013,Benalla,3672,Benalla,D Public order and security offences,D30 Public nuisance offences,13,Benalla,3672,2013,228000.0
2013,Greater Bendigo,3550,Bendigo,D Public order and security offences,D10 Weapons and explosives offences,58,Bendigo,3550,2013,340000.0
2013,Greater Bendigo,3550,Bendigo,D Public order and security offences,D20 Disorderly and offensive conduct,333,Bendigo,3550,2013,340000.0
2013,Greater Bendigo,3550,Bendigo,D Public order and security offences,D30 Public nuisance offences,16,Bendigo,3550,2013,340000.0
2013,Glen Eira,3204,Bentleigh,D Public order and security offences,D10 Weapons and explosives offences,6,Bentleigh,3204,2013,900000.0
2013,Glen Eira,3204,Bentleigh,D Public order and security offences,D20 Disorderly and offensive conduct,17,Bentleigh,3204,2013,900000.0
2013,Glen Eira,3204,Bentleigh,D Public order and security offences,D30 Public nuisance offences,1,Bentleigh,3204,2013,900000.0
2013,Glen Eira,3165,Bentleigh East,D Public order and security offences,D10 Weapons and explosives offences,13,Bentleigh East,3165,2013,750000.0
2013,Glen Eira,3165,Bentleigh East,D Public order and security offences,D20 Disorderly and offensive conduct,19,Bentleigh East,3165,2013,750000.0
2013,Glen Eira,3165,Bentleigh East,D Public order and security offences,D30 Public nuisance offences,3,Bentleigh East,3165,2013,750000.0
2013,Casey,3806,Berwick,D Public order and security offences,D10 Weapons and explosives offences,55,Berwick,3806,2013,453000.0
2013,Casey,3806,Berwick,D Public order and security offences,D20 Disorderly and offensive conduct,65,Berwick,3806,2013,453000.0
2013,Casey,3806,Berwick,D Public order and security offences,D30 Public nuisance offences,3,Berwick,3806,2013,453000.0
2013,Mitchell,3753,Beveridge,D Public order and security offences,D10 Weapons and explosives offences,5,Beveridge,3753,2013,396000.0
2013,Mitchell,3753,Beveridge,D Public order and security offences,D20 Disorderly and offensive conduct,1,Beveridge,3753,2013,396000.0
2013,Mitchell,3753,Beveridge,D Public order and security offences,D30 Public nuisance offences,1,Beveridge,3753,2013,396000.0
2013,Buloke,3483,Birchip,D Public order and security offences,D20 Disorderly and offensive conduct,1,Birchip,3483,2013,120000.0
2013,Mornington Peninsula,3918,Bittern,D Public order and security offences,D10 Weapons and explosives offences,4,Bittern,3918,2013,402000.0
2013,Mornington Peninsula,3918,Bittern,D Public order and security offences,D20 Disorderly and offensive conduct,4,Bittern,3918,2013,402000.0
2013,Ballarat,3350,Black Hill,D Public order and security offences,D10 Weapons and explosives offences,3,Black Hill,3350,2013,283500.0
2013,Ballarat,3350,Black Hill,D Public order and security offences,D20 Disorderly and offensive conduct,1,Black Hill,3350,2013,283500.0
2013,Bayside,3193,Black Rock,D Public order and security offences,D10 Weapons and explosives offences,4,Black Rock,3193,2013,1225000.0
2013,Bayside,3193,Black Rock,D Public order and security offences,D20 Disorderly and offensive conduct,10,Black Rock,3193,2013,1225000.0
2013,Bayside,3193,Black Rock,D Public order and security offences,D30 Public nuisance offences,7,Black Rock,3193,2013,1225000.0
2013,Whitehorse,3130,Blackburn,D Public order and security offences,D10 Weapons and explosives offences,10,Blackburn,3130,2013,860500.0
2013,Whitehorse,3130,Blackburn,D Public order and security offences,D20 Disorderly and offensive conduct,12,Blackburn,3130,2013,860500.0
2013,Whitehorse,3130,Blackburn,D Public order and security offences,D30 Public nuisance offences,8,Blackburn,3130,2013,860500.0
2013,Whitehorse,3130,Blackburn North,D Public order and security offences,D10 Weapons and explosives offences,10,Blackburn North,3130,2013,692000.0
2013,Whitehorse,3130,Blackburn North,D Public order and security offences,D20 Disorderly and offensive conduct,3,Blackburn North,3130,2013,692000.0
2013,Whitehorse,3130,Blackburn South,D Public order and security offences,D10 Weapons and explosives offences,5,Blackburn South,3130,2013,697500.0
2013,Whitehorse,3130,Blackburn South,D Public order and security offences,D20 Disorderly and offensive conduct,3,Blackburn South,3130,2013,697500.0
2013,Mornington Peninsula,3942,Blairgowrie,D Public order and security offences,D20 Disorderly and offensive conduct,3,Blairgowrie,3942,2013,609000.0
2013,Casey,3980,Blind Bight,D Public order and security offences,D20 Disorderly and offensive conduct,4,Blind Bight,3980,2013,362500.0
2013,Kingston,3196,Bonbeach,D Public order and security offences,D10 Weapons and explosives offences,7,Bonbeach,3196,2013,580000.0
2013,Kingston,3196,Bonbeach,D Public order and security offences,D20 Disorderly and offensive conduct,9,Bonbeach,3196,2013,580000.0
2013,Kingston,3196,Bonbeach,D Public order and security offences,D30 Public nuisance offences,1,Bonbeach,3196,2013,580000.0
2013,Mansfield,3720,Bonnie Doon,D Public order and security offences,D10 Weapons and explosives offences,4,Bonnie Doon,3720,2013,250000.0
2013,Mansfield,3720,Bonnie Doon,D Public order and security offences,D20 Disorderly and offensive conduct,2,Bonnie Doon,3720,2013,250000.0
2013,Latrobe,3870,Boolarra,D Public order and security offences,D10 Weapons and explosives offences,2,Boolarra,3870,2013,196500.0
2013,Knox,3155,Boronia,D Public order and security offences,D10 Weapons and explosives offences,57,Boronia,3155,2013,459500.0
2013,Knox,3155,Boronia,D Public order and security offences,D20 Disorderly and offensive conduct,66,Boronia,3155,2013,459500.0
2013,Knox,3155,Boronia,D Public order and security offences,D30 Public nuisance offences,6,Boronia,3155,2013,459500.0
2013,Knox,3155,Boronia,D Public order and security offences,D40 Public security offences,1,Boronia,3155,2013,459500.0
2013,Whitehorse,3128,Box Hill,D Public order and security offences,D10 Weapons and explosives offences,26,Box Hill,3128,2013,855000.0
2013,Whitehorse,3128,Box Hill,D Public order and security offences,D20 Disorderly and offensive conduct,87,Box Hill,3128,2013,855000.0
2013,Whitehorse,3128,Box Hill,D Public order and security offences,D30 Public nuisance offences,11,Box Hill,3128,2013,855000.0
2013,Whitehorse,3129,Box Hill North,D Public order and security offences,D10 Weapons and explosives offences,5,Box Hill North,3129,2013,746000.0
2013,Whitehorse,3129,Box Hill North,D Public order and security offences,D20 Disorderly and offensive conduct,6,Box Hill North,3129,2013,746000.0
2013,Whitehorse,3128,Box Hill South,D Public order and security offences,D10 Weapons and explosives offences,1,Box Hill South,3128,2013,785000.0
2013,Whitehorse,3128,Box Hill South,D Public order and security offences,D20 Disorderly and offensive conduct,4,Box Hill South,3128,2013,785000.0
2013,Whitehorse,3128,Box Hill South,D Public order and security offences,D30 Public nuisance offences,6,Box Hill South,3128,2013,785000.0
2013,Maribyrnong,3019,Braybrook,D Public order and security offences,D10 Weapons and explosives offences,44,Braybrook,3019,2013,424000.0
2013,Maribyrnong,3019,Braybrook,D Public order and security offences,D20 Disorderly and offensive conduct,18,Braybrook,3019,2013,424000.0
2013,Maribyrnong,3019,Braybrook,D Public order and security offences,D30 Public nuisance offences,5,Braybrook,3019,2013,424000.0
2013,Greater Geelong,3219,Breakwater,D Public order and security offences,D10 Weapons and explosives offences,10,Breakwater,3219,2013,255000.0
2013,Greater Geelong,3219,Breakwater,D Public order and security offences,D20 Disorderly and offensive conduct,6,Breakwater,3219,2013,255000.0
2013,Wellington,3860,Briagolong,D Public order and security offences,D10 Weapons and explosives offences,1,Briagolong,3860,2013,226000.0
2013,Wellington,3860,Briagolong,D Public order and security offences,D20 Disorderly and offensive conduct,2,Briagolong,3860,2013,226000.0
2013,Wellington,3860,Briagolong,D Public order and security offences,D30 Public nuisance offences,1,Briagolong,3860,2013,226000.0
2013,Banyule,3088,Briar Hill,D Public order and security offences,D10 Weapons and explosives offences,4,Briar Hill,3088,2013,572500.0
2013,Banyule,3088,Briar Hill,D Public order and security offences,D20 Disorderly and offensive conduct,1,Briar Hill,3088,2013,572500.0
2013,Loddon,3516,Bridgewater On Loddon,D Public order and security offences,D10 Weapons and explosives offences,2,Bridgewater On Loddon,3516,2013,180000.0
2013,Loddon,3516,Bridgewater On Loddon,D Public order and security offences,D20 Disorderly and offensive conduct,3,Bridgewater On Loddon,3516,2013,180000.0
2013,Loddon,3516,Bridgewater On Loddon,D Public order and security offences,D30 Public nuisance offences,1,Bridgewater On Loddon,3516,2013,180000.0
2013,Alpine,3741,Bright,D Public order and security offences,D10 Weapons and explosives offences,6,Bright,3741,2013,325000.0
2013,Alpine,3741,Bright,D Public order and security offences,D20 Disorderly and offensive conduct,17,Bright,3741,2013,325000.0
2013,Bayside,3186,Brighton,D Public order and security offences,D10 Weapons and explosives offences,16,Brighton,3186,2013,1802500.0
2013,Bayside,3186,Brighton,D Public order and security offences,D20 Disorderly and offensive conduct,48,Brighton,3186,2013,1802500.0
2013,Bayside,3186,Brighton,D Public order and security offences,D30 Public nuisance offences,6,Brighton,3186,2013,1802500.0
2013,Bayside,3187,Brighton East,D Public order and security offences,D10 Weapons and explosives offences,4,Brighton East,3187,2013,1230000.0
2013,Bayside,3187,Brighton East,D Public order and security offences,D20 Disorderly and offensive conduct,7,Brighton East,3187,2013,1230000.0
2013,Bayside,3187,Brighton East,D Public order and security offences,D30 Public nuisance offences,6,Brighton East,3187,2013,1230000.0
2013,Mitchell,3658,Broadford,D Public order and security offences,D10 Weapons and explosives offences,7,Broadford,3658,2013,291000.0
2013,Mitchell,3658,Broadford,D Public order and security offences,D20 Disorderly and offensive conduct,9,Broadford,3658,2013,291000.0
2013,Mitchell,3658,Broadford,D Public order and security offences,D30 Public nuisance offences,5,Broadford,3658,2013,291000.0
2013,Hume,3047,Broadmeadows,D Public order and security offences,D10 Weapons and explosives offences,103,Broadmeadows,3047,2013,325000.0
2013,Hume,3047,Broadmeadows,D Public order and security offences,D20 Disorderly and offensive conduct,72,Broadmeadows,3047,2013,325000.0
